DATASET_YR	REPRJ_ID	INUN_ID	FT_N	PT_N	TOT_N	UG_FT_N	UG_PT_N	UG_TOT_N	FT_DEG_P	UG_RATIO	GRAD_STUD	FT_MEN_N	FT_WMN_N	PT_MEN_N	PT_WMN_N	TOT_MEN_N	TOT_WMN_N	FT_DEG_TERM_N	PT_DEG_TERM_N	TOT_DEG_TERM_N	UG_RATIO_FAC_N	UG_RATIO_STUD_N
2018	12	6920	32	5	37					26.00		23	9	3	2	26	11	24	2	26	33	853
2018	12	6921	100	253	353					17.00		43	57	134	119	177	176	16	17	33	184	3107
2018	12	6923	74	165	239							36	38	89	76	125	114					
2018	12	6924	292	360	652					19.00		130	162	149	211	279	373					
2018	12	6926	144	296	440					19.00								36	34	70	242	4711
2018	12	6927	42	195	237					23.00											99	2255
2018	12	6928	256	567	823					15.00											443	6477
2018	12	6930	46	51	97					11.00								22	1	23	61	651
2018	12	6931	63	67	130					5.00		43	20	31	36	74	56	59	51	110	130	566
2018	12	6932	31	48	79					15.00											47	996
2018	12	6934	3	10	13																	
2018	12	6935	103	210	313					24.00											173	4098
2018	12	6936	43	256	299							16	27	88	168	104	195					
2018	12	6937	87	152	239					14.00		59	28	90	62	149	90	66	53	119	113	1533
2018	12	6938	176	266	442					12.00		100	76	133	133	233	209	174	120	294	265	3286
2018	12	6939								26.00												
2018	12	6940			237					8.00						82	155					
2018	12	6942	55	87	142					15.00										15	79	1166
2018	12	6943	637	18	655					8.00		418	219	13	5	431	224	601	15	616	643	5444
2018	12	6944	294	323	617					20.00											402	8380
2018	12	6946	52	75	127					16.00												
2018	12	6947	57	22	79					25.00											64	1635
2018	12	6948	16	3	19							10	6	1	2	11	8					
2018	12	6949	76	89	165					20.00		49	27	51	38	100	65	61	34	95	195	943
2018	12	6950	310	561	871					20.00		156	154	243	318	399	472					
2018	12	6951	94	79	173					12.00		40	54	27	52	67	106	82	27	109		
2018	12	6952	21	2	23					17.00		14	7	0	2	14	9	4	1	5		
2018	12	6953	44	135	179					14.00		28	16	48	87	76	103	42	22	64		
2018	12	6954																				
2018	12	6955	119	402	521					20.00											253	5151
2018	12	6957	56	202	258					13.00		27	29	93	109	120	138	5	12	17	123	1582
2018	12	6958								25.00												
2018	12	6961	170	5	175					25.00												
2018	12	6963	129	456	585					17.00								26	9	35	281	4823
2018	12	6966	30	15	45					8.00		11	19	8	7	19	26	24	7	31	35	291
2018	12	6967	59	135	194					10.00		30	29	64	71	94	100	56		56	104	1009
2018	12	6968	128	222	350					4.00		78	50	142	80	220	130				202	827
2018	12	6969	28		28					12.00		18	10			18	10	1		1	28	236
2018	12	6970	118	38	156					11.00		65	53	16	22	81	75	109	8	117	156	1495
2018	12	6973	100	35	135					13.00		48	52	16	19	64	71	96	26	122	111	1430
2018	12	6974																				
2018	12	6975	59	186	245					14.00		16	43	86	100	102	143	7	6	13		
2018	12	6978	56	52						9.00		32	24	26	26			50			74	659
2018	12	6981	148	332	480					17.00		66	82	165	167	231	249	26			259	4454
2018	12	6983	83	119	202					11.00		34	49	37	82	71	131	45	22	67	202	1074
2018	12	6985	1104	177	1281					18.00		636	468	74	103	710	571	921	101	1022	1163	21362
2018	12	6987	45	33	78					13.00		19	26	13	20	32	46	28	11	39	54	683
2018	12	6988	64	86	150					19.00		31	33	40	46	71	79	6	5	11	150	3107
2018	12	6996	333	1099	1432					17.00		150	183	513	586	663	769	269			699	11764
2018	12	6997	323	134	457					14.00		169	154	59	75	228	229	245	24	269	363	5034
2018	12	6998																				
2018	12	6999																				
2018	12	7000																				
2018	12	7001																				
2018	12	7002																				
2018	12	7003																				
2018	12	7005																				
2018	12	7006																				
2018	12	7007	1023	417	1440					12.00												
2018	12	7013								17.00								11	4	15	142	2377
2018	12	7015	1	13	14					13.00		1	0	8	5	9	5	1	0	1	5	69
2018	12	7016	33	246	279					8.00											115	940
2018	12	7018	40	123	163																	
2018	12	7019	1151	843	1994					20.00		577	574	375	468	952	1042	899	321	1220	1432	29127
2018	12	7021	1010	836	1846					20.00		478	532	347	489	825	1021				1255	25002
2018	12	7022	50	49	99					20.00		19	31	23	26	42	57				66	1344
2018	12	7023	21	34	55					25.00		11	10	15	19	26	29				32	816
2018	12	7024	38	94	132					23.00		8	30	47	47	55	77	4	0	4	69	1622
2018	12	7025	41	74	115					19.00		17	24	24	50	41	74				66	1273
2018	12	7026	109	167	276					23.00		53	56	78	89	131	145	10	3	13	165	3779
2018	12	7027	51	55	106					25.00		24	27	33	22	57	49				69	1744
2018	12	7028	47	75	122					22.00		22	25	44	31	66	56				70	1576
2018	12	7030	34	30	64					12.00		20	14	18	12	38	26	19	6	25	44	512
2018	12	7032	106	24	130					11.00		55	51	12	12	67	63	73	4	77	136	1455
2018	12	7033	47	45	92					11.00								34			60	678
2018	12	7034	167	47	214					9.00		94	73	22	25	116	98	152	32	184	184	1661
2018	12	7036	55	15	70					10.00		16	39	7	8	23	47	16	6	22	70	800
2018	12	7037	87	352	439					11.00		32	55	161	191	193	246	63	41	104	204	2003
2018	12	7038	65	184	249					11.00								35	22	57	126	1320
2018	12	7040	149	159	308					17.00		68	81	62	97	130	178	13	10	23	202	3384
2018	12	7041	98	174	272					13.00		43	55	70	104	113	159	64	67	131	272	2162
2018	12	7046	135	90	225					13.00		68	67	39	51	107	118	120	18	138	158	2077
2018	12	7047	45	63	108					11.00		32	13	31	32	63	45	42	32	74	66	746
2018	12	7050	132	552	684					21.00		44	58	118	173	162	231	35	55	90	316	6619
2018	12	7052	288	680	968					24.00		152	136								515	12424
2018	12	7053	33	91	124					17.00												
2018	12	7054	76	160	236					16.00		36	40	70	90	106	130	4	11	15		
2018	12	7057	110	30	140					11.00		63	47	17	13	80	60	104	14	118	120	1341
2018	12	7058								16.00												
2018	12	7063	388	57	445					18.00		195	193	30	27	225	220	334	19	353	397	7198
2018	12	7065	31	177	208																	
2018	12	7066	27	149	176					8.00											176	1402
2018	12	7067																				
2018	12	7068	15	55	70					15.00		8	7	23	32	31	39	1		1	33	414
2018	12	7069	29	143	172					16.00												
2018	12	7071	237	56	293					10.00		142	95	29	27	171	122	233	32	265	256	2565
2018	12	7072	76	44	120					11.00		37	39	25	19	62	58	61	12	73	93	999
2018	12	7074	109	48	157					17.00		65	44	24	24	89	68					
2018	12	7075	65	123	188					14.00		26	39	72	51	98	90	14		14	106	1525
2018	12	7076	42	61	103					14.00		15	27	29	32	44	59	31	11	42	55	774
2018	12	7078	97	89	186					12.00		56	41	44	45	100	86	94	41	135	127	1506
2018	12	7080	319									211	108					284				
2018	12	7083	116	75	191					21.00		63	53	35	40	98	93	10	0	10		
2018	12	7084	57	14	71					15.00		36	21	9	5	45	26			49		
2018	12	7085	103	302	405					17.00											267	4430
2018	12	7087	58	269	327					17.00		31	27	147	122	178	149	17	19	36	148	2521
2018	12	7088	42	66	108							19	23	33	33	52	56	3			14	1
2018	12	7089	99	130	229					14.00		41	58	67	63	108	121					
2018	12	7090	84	344	428					17.00		29	55	138	206	167	261	15	50	65		
2018	12	7091	119	59	178					15.00		62	57	30	29	92	86	58	3	61	137	2123
2018	12	7092	41	159	200							21	20					10				
2018	12	7093	20	9	29					12.00		2	18	1	8	3	26	0	0	0	20	236
2018	12	7094																				
2018	12	7096	16	30	46					21.00		8	8	10	20	18	28				26	533
2018	12	7097	478	114	592					18.00		254	224					318	48	366	516	9128
2018	12	7098	50	46	96					19.00		14	36	13	33	27	69	7	5	12		
2018	12	7099								18.00												
2018	12	7106	44	42	86					15.00		30	14	27	15	57	29	22	10	32		
2018	12	7109	164	85	249					16.00		77	87	37	48	114	135	106	15	121	195	3049
2018	12	7110	78	0	78					6.00		30	48	0	0	30	48	10	0	10	78	494
2018	12	7111	65	10	75					19.00		40	25	4	6	44	31	42	0	42	72	1386
2018	12	7112																				
2018	12	7113	118	333	451																	
2018	12	7114	141	80	221					22.00		70	71			70	71	72		72	131	2486
2018	12	7115																				
2018	12	7116																				
2018	12	7118	114	168	282					15.00		51	63	75	93	126	156	29	0	29	170	2498
2018	12	7119	203	140	343					18.00		122	81	80	60	202	141	37	7	44		
2018	12	7120	228	142	370					21.00		122	106	68	74	190	180	171	29	200	370	7640
2018	12	7121	65	145	210					12.00		28	37	72	73	100	110	54	25	79	113	1340
2018	12	7122	220	327	547					11.00		96	124	146	181	242	305	168			311	3488
2018	12	7123	93	172	265					13.00		32	61	80	92	112	153				150	1895
2018	12	7124																				
2018	12	7125	44	160	204																	
2018	12	7126								25.00												
2018	12	7128	403							18.00								331				
2018	12	7129	1380	76	1456					7.00						1043	413					
2018	12	7130	127	214	341					11.00		88	39	151	63	239	102	87	65	152	198	2156
2018	12	7131	174	40	214					8.00		98	76	21	19	119	95	159	22	181	187	1447
2018	12	7132	82	127	209					17.00		41	41					10				
2018	12	7134	118	167	285					10.00		69	49	83	84	152	133	106	50	156	161	1639
2018	12	7135	184	279	463					16.00		119	65	171	108	290	173	142	104	246	277	4526
2018	12	7136	185	214	399					14.00		104	81	98	116	202	197	26	7	33		
2018	12	7138	49	86	135					13.00		24	25	26	60	50	85	33	16	49	78	982
2018	12	7139	81	379	460					18.00		32	49	184	195	216	244	13	1	14	227	4004
2018	12	7140	542	157	699					9.00		354	188	77	80	431	268	520	58	578	553	5034
2018	12	7141	166	169	335					13.00		92	74	82	87	174	161	148	71	219	245	3122
2018	12	7142	55	33	88					14.00		29	26	15	18	44	44	35	2	37		
2018	12	7143	83	47	130					15.00		35	48	29	18	64	66	6	2	8	99	1563
2018	12	7144	130	141	271					13.00		61	69	67	74	128	143	115	55	170	128	1641
2018	12	7145	145	458	603					12.00		51	94	137	321	188	415	129	109	238	297	3578
2018	12	7147	83	144	227					15.00								66	69	135	131	1906
2018	12	7148	211	317	528					11.00		99	112	131	186	230	298	195	45	240	180	2027
2018	12	7149																				
2018	12	7151	173	80	253					14.00		71	102	29	51	100	153				200	2728
2018	12	7152	223	452	675					13.00		118	105	206	246	324	351	179	12	191	374	4936
2018	12	7154	260	586	846					18.00		127	133	260	326	387	459				425	7558
2018	12	7158																				
2018	12	7159	16	22	38					16.00		12	4	17	5	29	9	5	7	12		
2018	12	7160	128	55	183					12.00		69	59	31	24	100	83	112	35	147	50	593
2018	12	7162	104	144	248					15.00		37	67	43	101	80	168				248	3883
2018	12	7163	85	36	121					10.00		43	42	17	19	60	61	69		69	117	1160
2018	12	7164	33	36	69					12.00		25	8	26	10	51	18	23	20	43	45	558
2018	12	7166	35	79	114					14.00		14	21	35	44	49	65					
2018	12	7168	129	242	371					21.00		63	66	117	125	180	191	28	18	46	210	4330
2018	12	7169	180	163	343					14.00		70	110	98	65	168	175	133	109	242	343	4770
2018	12	7170																				
2018	12	7171																				
2018	12	7173																				
2018	12	7174																				
2018	12	7175	14	20	34					17.00		12	2	14	6	26	8	12	15	27		
2018	12	7176	105	48	153					17.00		55	50	20	28	75	78	65	11	76	121	2102
2018	12	7177	97	110	207					15.00		58	39	51	59	109	98	81			122	1885
2018	12	7178	292	1038	1330					13.00		143	149	480	558	623	707	243	409	652	638	8359
2018	12	7179	107	132	239					13.00		56	51	40	92	96	143	59	27	86	151	1969
2018	12	7180	123	81	204					10.00		59	64	38	43	97	107	117	29	146	150	1515
2018	12	7182																				
2018	12	7183	11	1	12					25.00												
2018	12	7184								9.00												
2018	12	7185	51	22	73					15.00		26	25	16	6	42	31	19	1	20	78	1175
2018	12	7186	130	147	277					13.00		53	77	56	91	109	168	91	81	172	147	1932
2018	12	7187	203	29	232					17.00		104	99	9	20	113	119	179	15	194	213	3526
2018	12	7190	49	65	114					9.00		18	31	28	37	46	68	44	39	83		
2018	12	7191	557	283	840					8.00		331	226	176	107	507	333	357	213	570		
2018	12	7192	94	21	115					15.00		56	38	12	9	68	47	50	30	80		
2018	12	7198								30.00												
2018	12	7201	281	448	729					13.00		129	152	177	271	306	423	245	136	381	430	5749
2018	12	7203	218	686	904					26.00		101	117	310	376	411	493	41	27	68	447	11567
2018	12	7204	248	92	340					14.00		122	126					217	40	257	278	4128
2018	12	7207	62	254	316								54		204		258					
2018	12	7208	101	42	143					12.00		61	40	13	29	74	69	92	13	105	115	1377
2018	12	7209								22.00												
2018	12	7211	51	161	212					12.00		41	10	115	46	156	56	38	32	70	77	911
2018	12	7213	185	265	450																	
2018	12	7216								4.00												
2018	12	7217	113	309	422					47.00		48	65	168	141	216	206	21			216	10181
2018	12	7218	80	274	354							36	44	123	151	159	195					
2018	12	7219			558																	
2018	12	7220	75	148	223																	
2018	12	7221	200	243	443																	
2018	12	7222																				
2018	12	7223	104	140	244																	
2018	12	7226	45	38	83					13.00												
2018	12	7227																				
2018	12	7229	72	32	104					12.00		29	43	17	15	46	58	56	7	63	77	911
2018	12	7230	1329	160	1489					20.00		833	496	98	62	931	558	1148	81	1229	1301	26123
2018	12	7231	90	82	172					18.00		42	48	28	54	70	102	52	16	68	127	2326
2018	12	7232	76	64	140					21.00		42	34	24	40	66	74	22		22	140	2906
2018	12	7233	117	61	178					21.00		67	50	24	37	91	87	102	0	102	142	2943
2018	12	7234	682	215	897					4.00		366	316	120	95	486	411	591	177	768		
2018	12	7236	356	76	432					26.00		211	145	36	40	247	185	279	20	299	381	9995
2018	12	7240	25	50	75					9.00		15	10	33	17	48	27	0	0	0	42	365
2018	12	7241	59	126	185					12.00		22	37	41	85	63	122	34	31	65	101	1166
2018	12	7242	67	129	196					15.00												
2018	12	7244	369	184	553					12.00		181	188	97	87	278	275	321	5	326	430	5099
2018	12	7245	585	575	1160					10.00		312	273	302	273	614	546	562	0	562	605	6240
2018	12	7246	241	196	437					11.00		133	108	114	82	247	190	218	86	304	238	2653
2018	12	7247	827	739	1566					14.00		428	399	341	398	769	797	769			934	13490
2018	12	7248	93	94	187					13.00		49	44	50	44	99	88	68	35	103	101	1358
2018	12	7250																				
2018	12	7251	59	44	103					17.00		24	35	14	30	38	65	2	4	6	73	1250
2018	12	7259	168	40	208					11.00		87	81	16	24	103	105	159	17	176	181	2027
2018	12	7260	15	20	35					24.00		13	2	18	2	31	4	14	12	26	35	1040
2018	12	7263	112	326	438					15.00		59	53	129	197	188	250				283	4164
2018	12	7264	89	35	124					12.00		48	41	20	15	68	56	84	17	101	101	1207
2018	12	7266	162	108	270					11.00								144	34	178	198	2226
2018	12	7267	94	163	257					15.00								53	40	93		
2018	12	7270	184	54	238					10.00		87	97	25	29	112	126	172	23	195	202	2107
2018	12	7271	4	30	34					9.00		3	1	14	16	17	17	1	3	4		
2018	12	7272																				
2018	12	7273																				
2018	12	7274	202	769	971					24.00		101	101	411	358	512	459				458	11082
2018	12	7275	256	131	387					19.00		131	125	48	83	179	208	184		184	387	7341
2018	12	7276																				
2018	12	7278	471	1006	1476					13.00												
2018	12	7280	95	89	184							38	57	32	57	70	114	10	5	15		
2018	12	7281	96	186	282					13.00		30	66	84	102	114	168	62	54	116	157	2008
2018	12	7283								11.00												
2018	12	7285	80	48	128					9.00		58	22	37	11	95	33	17	8	25	96	940
2018	12	7286	65	28	93					13.00		53	12	13	15	66	27	23		23	74	1028
2018	12	7288																				
2018	12	7290	81	94	175					12.00		41	40	47	47	88	87	70	20	90	164	1595
2018	12	7291	160	284	444							62	98	128	156	190	254					
2018	12	7292	76	36	112					14.00		41	35	25	11	66	46	66	10	76	88	1250
2018	12	7293	99	357						16.00		37	62	169	188						218	3420
2018	12	7295	24	10	34					12.00											27	327
2018	12	7296	240	196	436					13.00		133	107	113	83	246	190	233	94	327	305	4028
2018	12	7297			251					6.00								24	25	49	167	922
2018	12	7298	118	266	384					11.00		57	61	127	139	184	200	102	92	194	207	2209
2018	12	7299	436	318	754					20.00		238	198	141	177	379	375					
2018	12	7302	22	82	104					10.00		5	17	35	47	40	64	13	22	35	49	496
2018	12	7305	100	45	145					15.00		48	52	21	24	69	76	85	13	98	115	1715
2018	12	7306	3	20	23							2	1	12	8	14	9	3	20	23		
2018	12	7308	43	95	138					11.00								19	23	42	75	806
2018	12	7309	30	42	72					10.00		8	22	7	35	15	57	6	5	11	44	450
2018	12	7310	151	119	270					14.00		68	83	45	74	113	157	105	29	134	141	2078
2018	12	7311	96	137	233					9.00								54	31	85	233	1971
2018	12	7314																				
2018	12	7315	99	391	490					18.00											181	3186
2018	12	7317	98	73	171					9.00		54	44	31	42	85	86	80	6	86	122	1073
2018	12	7319	160	107	267					13.00		91	69					123	22	145	197	2861
2018	12	7320	20	8	28					16.00		10	10	4	4	14	14				28	444
2018	12	7321	35	150	185					18.00		13	22									
2018	12	7322	243	365	608					16.00		111	132	210	155	321	287	180	82	262	365	5814
2018	12	7323	32	10	42					5.00		15	17	4	6	19	23	29	2	31	35	183
2018	12	7324	646	518	1164					14.00		363	283	284	234	647	517	585	278	863	676	9668
2018	12	7325																				
2018	12	7326	486	202	688					19.00		255	231	102	100	357	331	389	36	425	553	10344
2018	12	7328	91	56	147					12.00		45	46					62			110	1321
2018	12	7329	26	17	43					21.00		12	14	13	4	25	18	22	14	36	31	689
2018	12	7330																				
2018	12	7331																				
2018	12	7332	97	138	235					9.00		27	70	46	92	73	162	79	106	185	122	1005
2018	12	7333	124	148	272					13.00		73	51	85	63	158	114	55	39	94	185	2465
2018	12	7340	167	266	433					8.00								126	201	327	239	2005
2018	12	7346	162	201	363					13.00		44	118	78	123	122	241	143	89	232	325	2952
2018	12	7347	91	278	369					11.00		33	58	132	146	165	204				184	1993
2018	12	7348	37	62	99					16.00		18	19	27	35	45	54	19	21	40	58	926
2018	12	7349	149	518	667					14.00		56	93	163	355	219	448	112	182	294	322	4516
2018	12	7350	76	41	117					13.00		39	37	18	23	57	60			87	90	1166
2018	12	7351	251	151	402					14.00		128	123	81	70	209	193	151	22	173	301	4299
2018	12	7352	145	249	394					12.00		60	85					145			228	2780
2018	12	7353	75	227	302					17.00		29	46	116	111	145	157	11			151	2569
2018	12	7354	117	173	290					9.00												
2018	12	7355	310	428	738											266	482	279				
2018	12	7358	1283	293	1576					3.00		955	328	196	97	1151	425	1175	214	1389	1381	4522
2018	12	7359	87	56	143					16.00		60	27	39	17	99	44	57	5	62	104	1634
2018	12	7362	119	384	503							50	69	182	202	232	271					
2018	12	7363																				
2018	12	7365	96	335	431					17.00											208	3575
2018	12	7366																				
2018	12	7367																				
2018	12	7368	46	35	81					13.00		26	20	15	20	41	40	17	4	21	58	774
2018	12	7369																				
2018	12	7373	40	18	58																	
2018	12	7374	1689	867	2556					16.00		1195	494	450	417	1645	911	1604	358	1962	1258	19989
2018	12	7376	96	227	323					21.00		43	53	100	127	143	180	83	135	218	172	3689
2018	12	7378	97	181	278					14.00		40	57	78	103	118	160	84	44	128	155	2137
2018	12	7380			389					17.00						164	225			55		
2018	12	7381	894		894					25.00		601	293			601	293	821		821	894	22493
