DATASET_YR	REPRJ_ID	INUN_ID	FT_N	PT_N	TOT_N	UG_FT_N	UG_PT_N	UG_TOT_N	FT_DEG_P	UG_RATIO	GRAD_STUD	FT_MEN_N	FT_WMN_N	PT_MEN_N	PT_WMN_N	TOT_MEN_N	TOT_WMN_N	FT_DEG_TERM_N	PT_DEG_TERM_N	TOT_DEG_TERM_N	UG_RATIO_FAC_N	UG_RATIO_STUD_N
2018	12	8151	55	47	102					13.00		20	35	17	30	37	65				102	1304
2018	12	8152																				
2018	12	8153																				
2018	12	8154																				
2018	12	8155																				
2018	12	8156																				
2018	12	8158																				
2018	12	8159	20	36	56					8.00		3	17	13	23	16	40	19	1	20	32	419
2018	12	8161	29	3	32					10.00		26	3	3	0	29	3				15	144
2018	12	8162	2	22	24					13.00		2	0	15	7	17	7	0	3	3	9	120
2018	12	8165	292	90	382					18.00		161	131	35	55	196	186	217	31	248	322	5914
2018	12	8166	187	204	391																	
2018	12	8167	82	36	118					11.00		37	45	10	26	47	71	82	36	118	94	1055
2018	12	8169	46	53	99							22	24	23	30	45	54					
2018	12	8171																				
2018	12	8172	188	238	426					17.00		95	93	102	136	197	229	163	55	218	260	4410
2018	12	8173	143	331	474					14.00		84	59	128	203	212	262	122	94	216	253	3559
2018	12	8174	149	370	519					13.00		86	63					115			272	3434
2018	12	8175	161	231	392					25.00		74	87	119	112	193	199	56	32	88	238	5971
2018	12	8179	186	54	240					8.00		107	79	25	29	132	108	184	38	222	204	1671
2018	12	8182	13	9	22					7.00		8	5	5	4	13	9	5	4	9		
2018	12	8184	60	80	140																	
2018	12	8185																				
2018	12	8186																				
2018	12	8187	855	748	1603					18.00		437	418	341	407	778	825	736	135	871	1101	20126
2018	12	8188								20.00											427	8540
2018	12	8190	14	17	31					14.00		9	5	12	5	21	10	10	6	16		
2018	12	8191																				
2018	12	8192	21	34	55					13.00		7	14	15	19	22	33	1	1	2	55	715
2018	12	8193								17.00												
2018	12	8194	388	93	481					18.00		233	155	31	62	264	217	244	28	272	434	7877
2018	12	8195			45					15.00						17	29			2		
2018	12	8196	157	991	1148					10.00		82	75	552	439	634	514	124	0	124	487	4625
2018	12	8198	74	30	104					13.00		46	28	16	14	62	42	72	10	82	76	990
2018	12	8200	66	49	115					9.00								37	12	49	78	703
2018	12	8203	46	27	73					10.00		12	34	7	20	19	54	14	7	21	55	559
2018	12	8204																				
2018	12	8205	244	451	695					15.00		98	146					70			394	5958
2018	12	8207	959	190	1149					5.00								898	102	1000	1005	5305
2018	12	8208	68	10	78					6.00		38	30	1	9	39	39	46	2	48	71	453
2018	12	8209																				
2018	12	8212	298	237	535					12.00		176	122	140	97	316	219	262	109	371	377	4477
2018	12	8214	110	317	427					16.00		42	68	132	185	174	253				215	3477
2018	12	8215								21.00		68	109	465	572	533	681	84	171	255	501	10403
2018	12	8217	153	320	473					25.00		75	78	131	189	206	267	10	22	32	265	6656
2018	12	8218	2287	355	2642					13.00		1496	791	176	179	1672	970	2238	311	2549	2405	30295
2018	12	8219	379	327	706					16.00		186	193	141	186	327	379	250	62	312	488	7564
2018	12	8223	127	187	314					9.00		47	80	61	126	108	206	97	64	161	179	1657
2018	12	8224	1087	438	1525					15.00		718	369	256	182	974	551	1042	277	1319	1233	18383
2018	12	8225	52	62	114					14.00		29	23	25	37	54	60	37	20	57	74	1063
2018	12	8226	68	284	352					18.00											152	2780
2018	12	8227	29	97	126					18.00		13	16	42	55	55	71					
2018	12	8228	378	706	1084					16.00		166	212	299	407	465	619	335	265	600	582	9529
2018	12	8229	141	391	532					16.00		43	98	177	214	220	312	29	52	81	270	4245
2018	12	8231																				
2018	12	8232																				
2018	12	8233																				
2018	12	8235	16		16					12.00		16	0			16	0	16		16	16	187
2018	12	8237																				
2018	12	8238								7.00												
2018	12	8242																				
2018	12	8245	460	279	739					16.00		218	242	110	169	328	411	382	58	440	531	8669
2018	12	8246	10	15	25					15.00												
2018	12	8247	216	275	491					18.00		106	110	122	153	228	263	200	0	200	308	5394
2018	12	8250	109	62	171					11.00		54	55	31	31	85	86			136	171	1453
2018	12	8251	71	12	83					9.00		31	40	9	3	40	43	67	1	68	72	652
2018	12	8252	82	204	286					10.00		38	44								153	1523
2018	12	8253	28	23	51																	
2018	12	8255																				
2018	12	8256																				
2018	12	8258	58	154	212					18.00		46	12								109	1987
2018	12	8259	45	46	91					11.00		29	16	28	18	57	34	37	12	49	58	617
2018	12	8260	62	57	119					15.00		30	32	26	31	56	63	4	1	5	81	1187
2018	12	8261	145	11	156					10.00		84	61	8	3	92	64	139	8	147	149	1432
2018	12	8262	11	72	83					22.00		3	8	45	27	48	35					
2018	12	8263	18	44	62					22.00		3	15	12	32	15	47					
2018	12	8264								22.00												
2018	12	8265	16	46	62					22.00		3	13	11	35	14	48					
2018	12	8266	194	650	844							108	86	304	346	412	432					
2018	12	8267	13	28	41					12.00		7	6	13	15	20	21	8	4	12	22	259
2018	12	8268	40	51	91					15.00		15	25	25	26	40	51	7	3	10	57	897
2018	12	8273	316	463	779					13.00		131	185	206	257	337	442	148	110	258	470	6188
2018	12	8275	96	114	210					11.00		23	73	29	85	52	158	67	41	108	134	1451
2018	12	8277	19	12	31					12.00		9	10	3	9	12	19	2	0	2		
2018	12	8278	68	104	172					12.00		27	41	53	51	80	92	47	10	57	101	1262
2018	12	8279	58	90	148					18.00		25	33	50	40	75	73	5	6	11	88	1566
2018	12	8281	467	50	517					13.00		350	117	40	10	390	127	437	25	462	484	6306
2018	12	8282	71	171	242					16.00		33	38	92	79	125	117				242	3763
2018	12	8284	26	3	29					7.00		0	26	0	3	0	29	4	0	4		
2018	12	8288																				
2018	12	8290	41	81	122					18.00		12	29	19	62	31	91	4	2	6	41	744
2018	12	8291																				
2018	12	8292	335	421	756					14.00		130	205	168	253	298	458	300	0	300	445	6290
2018	12	8294	327	496	823					18.00											492	8622
2018	12	8295	161	277	438					10.00		90	71	151	126	241	197	134	160	294	254	2440
2018	12	8299	680	190	870					6.00		456	224	125	65	581	289	673	126	799	694	3944
2018	12	8300	33	38	71					25.00		14	19	22	16	36	35	18	7	25	71	1634
2018	12	8301	165	500	665																	
2018	12	8302	75	128	203					15.00		36	39	55	73	91	112	8	6	14	117	1778
2018	12	8303	41	65	106					17.00		25	16	40	25	65	41	27	20	47		
2018	12	8304								15.00												
2018	12	8305																				
2018	12	8306	481	311	792					25.00												
2018	12	8307	246	356	602					11.00		126	120	164	192	290	312	241	191	432	364	3838
2018	12	8309	112	61	173					11.00		76	36	25	36	101	72	66	26	92	132	1415
2018	12	8310	86	89	175					19.00		45	41	35	54	80	95	45	4	49	115	2227
2018	12	8311	190	370	560					34.00		90	100	184	186	274	286					
2018	12	8312			1170					13.00		5	16					10			404	5269
2018	12	8313	62	16	78					12.00		37	25	12	4	49	29	59	7	66	68	786
2018	12	8314	222	443	665							110	112	192	251	302	363	68				
2018	12	8315	61	148	209					13.00		18	43	49	99	67	142	39	33	72	110	1349
2018	12	8316	121	264	385					17.00		54	67	108	156	162	223				209	3516
2018	12	8317	12	21	33					11.00		9	3	12	9	21	12	9	7	16		
2018	12	8318																				
2018	12	8319	165	56	221					11.00		79	86	26	30	105	116	145	18	163	184	1994
2018	12	8321	202	236	438					15.00		108	94	94	142	202	236	183	75	258	281	4252
2018	12	8322	52	132	184					21.00		33	19	71	61	104	80	20	24	44	96	2055
2018	12	8324	90	159	249					12.00		34	56	66	93	100	149	64	25	89	143	1653
2018	12	8325	44	70	114																	
2018	12	8327																				
2018	12	8328	1023	436	1459					13.00		659	364	251	185	910	549	721	4	725	1168	115474
2018	12	8330								10.00												
2018	12	8331	128	111	239					13.00		58	70	55	56	113	126	112	30	142	132	1699
2018	12	8332	63	68	131					18.00		24	39	31	37	55	76			9		
2018	12	8333	113	377	490					22.00											239	5309
2018	12	8334								15.00												
2018	12	8335								17.00												
2018	12	8336	63	48	111					11.00		34	29	23	25	57	54	52	9	61	79	879
2018	12	8337																				
2018	12	8338	38	167	205					9.00		17	21	75	92	92	113	13	56	69	94	833
2018	12	8339	217	321	538					14.00		125	92	175	146	300	238	198		198	324	4485
2018	12	8340	71	402	473					18.00		32	39	217	185	249	224				164	2898
2018	12	8341	232		232					10.00		115	117			115	117	208		208	191	1942
2018	12	8342	238	384	622					10.00		137	101	216	168	353	269	214	341	555	343	3576
2018	12	8343	158	260	418					11.00		67	91	78	182	145	273	137	126	263	194	2066
2018	12	8344	190	12	202					11.00		145	45	6	6	151	51	188	12	200	194	2212
2018	12	8345	25	139	164					11.00		13	12	63	76	76	88	20	69	89	50	558
2018	12	8347	150	280	430					15.00											243	3556
2018	12	8348	65	55	120					16.00		37	28	34	21	71	49					
2018	12	8350	236	284	520					5.00											520	2584
2018	12	8351	50							12.00												
2018	12	8353	796	0	796					8.00		425	371	0	0	425	371					
2018	12	8356	48	3	51					20.00		28	20	1	2	29	22	27	0	27	51	872
2018	12	8357	315	385	700					11.00		167	148	188	197	355	345	312	381	693	444	4825
2018	12	8366	554	469	1023					10.00		353	201	294	175	647	376	549	464	1013	687	7177
2018	12	8368	2092	2433	4525					13.00		1111	981	1129	1304	2240	2285	2071	2407	4478	2716	34332
2018	12	8381	744	211	955							436	308					605				
2018	12	8382			554					30.00												
2018	12	8385	29	46	75					6.00		24	5	25	21	49	26	23	10	33	44	247
2018	12	8386								14.00											463	6560
2018	12	8387	215	539	754							100	115	245	294	345	409					
2018	12	8389	291	451	742					17.00		156	135					255			441	7452
2018	12	8391	204	142	346					12.00		95	109	68	74	163	183	178	19	197	204	2471
2018	12	8394	30	43	73					14.00		15	15	19	24	34	39	20	25	45	44	624
2018	12	8395	153	72	225					11.00		70	83	30	42	100	125	140	27	167	177	1939
2018	12	8397	23	16	39					7.00		2	21	3	13	5	34	5	10	15	28	191
2018	12	8399	20	134	154					20.00		8	12	75	59	83	71					
2018	12	8400	59	37	96					13.00		34	25	14	23	48	48	30	12	42	71	927
2018	12	8403	46	60	106					23.00		21	25	24	36	45	61				65	1524
2018	12	8405	127	112	239					11.00		79	48	48	64	127	112	97	29	126	150	1614
2018	12	8407	16	17	33					6.00		14	2	9	8	23	10	12	4	16	22	132
2018	12	8408	108	261	369					20.00		39	69	110	151	149	220	32	52	84	214	4356
2018	12	8409	74	180	254					19.00												
2018	12	8411	501	243	744					20.00		285	216	109	134	394	350	428	51	479	582	11380
2018	12	8412	96	163	259					22.00		60	36	79	84	139	120				150	3300
2018	12	8413	196	285	481					14.00		92	104	133	152	225	256	176	132	308	291	4067
2018	12	8414	135	164	299					10.00		48	87	58	106	106	193	59	26	85	178	1863
2018	12	8415	82	218	300					17.00		42	40	127	91	169	131	70	71	141	155	2565
2018	12	8416	131	106	237					14.00		58	73	56	50	114	123	102		102	131	1797
2018	12	8417	37	17	54					10.00		3	34	0	17	3	51	10	1	11	32	346
2018	12	8419	251	67	318					12.00		144	107					220	14	234	318	4255
2018	12	8422	234	215	449					12.00		108	126	72	143	180	269	209	3	212	243	2902
2018	12	8423								6.00												
2018	12	8425	65	7	72					7.00		47	18	6	1	53	19	57	5	62	67	458
2018	12	8426	43	11	54					8.00		32	11	7	4	39	15	40	7	47	54	392
2018	12	8429	111	154	265					24.00												
2018	12	8433	131	26	157					12.00		66	65	12	14	78	79	118	2	120		
2018	12	8434	638	822	1460					17.00		357	281	463	359	820	640	596	178	774	847	14138
2018	12	8435																				
2018	12	8436	134	167	301					9.00		41	93	45	122	86	215	113			146	1262
2018	12	8439	68	58	126					14.00		33	35	23	35	56	70	56	11	67		
2018	12	8440	55	103	158					11.00		25	30	40	63	65	93	45	13	58		
2018	12	8441	103	319	422					14.00		41	62	141	178	182	240	79	56	135		
2018	12	8442	10	12	22					3.00		7	3	8	4	15	7	2	5	7		
2018	12	8444	308	396	704					11.00		169	139	216	180	385	319	280			440	4703
2018	12	8445	175	42	217					11.00		87	88	21	21	108	109	173	34	207	199	2228
2018	12	8446	129	82	211					14.00		74	55	29	53	103	108	108	26	134	211	2264
2018	12	8447	6	20	26					9.00		5	1	14	6	19	7	1	1	2	12	113
2018	12	8448	111	60	171					8.00		48	63	29	31	77	94	109	36	145	52	436
2018	12	8452	404	1018	1422					17.00		176	228	388	630	564	858				656	11157
2018	12	8455	701	433	1134					9.00		357	344	176	257	533	601	630	147	777	779	6954
2018	12	8456	15	0	15					8.00		1	14	0	0	1	14	3	0	3	15	113
2018	12	8457	84	112	196					11.00		46	38	66	46	112	84	76	37	113	118	1282
2018	12	8458	64	119	183					9.00		28	36	46	73	74	109	50	32	82	83	768
2018	12	8461	49	93	142					7.00		15	34					29			70	516
2018	12	8462	140	70	210					10.00		43	97	26	44	69	141	116	27	143	163	1631
2018	12	8464	100	371	471					18.00		60	40	165	206	225	246	87	145	232	253	4467
2018	12	8466	226	274	500					11.00		103	123	103	171	206	294	215		215	301	3444
2018	12	8467	139	60	199					10.00		70	69	32	28	102	97	137	12	149	159	1534
2018	12	8473																				
2018	12	8474	219	166	385					11.00		135	84	105	61	240	145	211	81	292	274	2261
2018	12	8477	138	32	170					13.00		78	60	14	18	92	78	113			135	1739
2018	12	8478	141	68	209					13.00		76	65	37	31	113	96	129	27	156	156	2036
2018	12	8479	209	111	320					12.00		115	94	47	64	162	158	201	63	264	246	3014
2018	12	8482	33	127	160					15.00		24	9					16	7	23	69	1023
2018	12	8487	107	209	316					18.00		52	55	116	93	168	148	104	0	104		
2018	12	8488								12.00												
2018	12	8489	377	1208	1585							163	214	585	623	748	837					
2018	12	8491	119	203	322					13.00		63	56	130	73	193	129	101	84	185		
2018	12	8493	212	186	398					19.00		112	100	90	96	202	196	28	0	28	274	5084
2018	12	8496	58	99	157					12.00		24	34	52	47	76	81	49	26	75	91	1073
2018	12	8498	100	85	185					16.00		56	44	42	43	98	87	99	42	141	111	1741
2018	12	8499	105	122	227					11.00		73	32	68	54	141	86	95	44	139	146	1633
2018	12	8503	173	258	431					14.00		76	97	91	167	167	264	151	60	211	258	3432
2018	12	8504	63	79	142					10.00											89	876
2018	12	8505	26	34	60					18.00		14	12	15	19	29	31	10	1	11	37	631
2018	12	8507	17	70	87					19.00		8	9	37	33	45	42	3	7	10	40	770
2018	12	8508								15.00												
2018	12	8509	45	35	80																	
2018	12	8510	21	6	27					3.00		10	11	3	3	13	14	3	0	3	21	59
2018	12	8511	435	231	666					16.00		213	222	72	159	285	381	377	33	410	512	8045
2018	12	8512	354	193	547					12.00		165	189	85	108	250	297	306	95	401	336	4113
2018	12	8513	626	329	955					23.00		354	272	135	194	489	466	584	121	705	736	17258
2018	12	8514	45	50	95					20.00		17	28					1	0	1		
2018	12	8516	166	226	392					10.00		41	125	54	172	95	297	92	59	151		
2018	12	8518	407	593	1000					22.00											1000	21800
2018	12	8520	175	200	375																	
2018	12	8521	145	264	409					13.00		45	100								233	3068
2018	12	8522	167	636	803					35.00								68	59	127	1	35
2018	12	8524	199	524	723																	
2018	12	8525																				
2018	12	8526	876	918	1794					27.00		475	401	417	501	892	902	770	338	1108	1182	31545
2018	12	8531	22	70	92					9.00		11	11	35	35	46	46	18	59	77	45	408
2018	12	8533	29	105	134					7.00		22	7	72	33	94	40	12	14	26	64	413
2018	12	8534	1054	709	1763													659	166	825		
2018	12	8536	215	160	375					13.00		116	99	65	95	181	194	189	47	236	264	3526
2018	12	8540	478	696	1174					21.00		218	260	299	397	517	657	92	86	178	720	14890
2018	12	8542	222	322	544					27.00		110	112	152	170	262	282				544	17213
2018	12	8543	42	59	101					21.00											62	1294
2018	12	8544	38	162	200					11.00		26	12	92	70	118	82	29	43	72	89	970
2018	12	8545																				
2018	12	8547	687	1068	1755					28.00		347	340	514	554	861	894				1013	27905
2018	12	8549	19	126	145					22.00		8	11	52	74	60	85	3	0	3	61	1316
2018	12	8550	249	1047	1296					20.00		111	138	648	399	759	537					
2018	12	8551	266	540	806					27.00		121	145	218	322	339	467				446	11973
2018	12	8553	245	584	829					25.00		109	136	286	298	395	434	69	88	157		
2018	12	8554	84	406	490					13.00		44	40	178	228	222	268	14	35	49	219	2919
2018	12	8555																				
2018	12	8556																				
2018	12	8557	119	192	311					9.00		62	57					101	116	217	172	1557
2018	12	8559	44	101	145					21.00		20	24	48	53	68	77	7	9	16	77	1610
2018	12	8560	544	150	694					20.00		330	214	69	81	399	295	449	122	571	594	12147
2018	12	8561	191	29	220					21.00		102	89	7	22	109	111				201	4256
2018	12	8562																				
2018	12	8567	57	76	133					21.00								28	4	32		
2018	12	8568	2	64	66					16.00												
2018	12	8570	4	27	31					9.00												
2018	12	8573	2	13	15					4.00												
2018	12	8574	4	15	19					6.00												
2018	12	8576	101	414	515					23.00												
2018	12	8579	8	264	272					11.00		0	8	95	169	95	177	3	112	115	132	1448
2018	12	8580	172	559	731					11.00		93	79	269	290	362	369	109	386	495	358	3418
2018	12	8584	91	52	143					14.00		51	40	28	24	79	64	54	9	63	108	1487
2018	12	8587	216	963	1179					9.00		138	78	576	387	714	465	92	313	405	411	3546
2018	12	8589	63	62	125					13.00		31	32	29	33	60	65	47		47	84	1129
2018	12	8590	86	164	250					20.00		40	46	81	83	121	129					
2018	12	8591	159	330	489					18.00		80	79	141	189	221	268	41	33	74	268	4777
2018	12	8592	94	31	125					10.00		40	54	8	23	48	77	93	27	120		
2018	12	8595	118	69	187					23.00											187	3896
2018	12	8597																				
2018	12	8599	209	186	395					13.00		105	104	62	124	167	228	167	19	186	213	2849
2018	12	8600	520	216	736					11.00		245	275	102	114	347	389	453	118	571	472	5374
2018	12	8602	15	21	36					12.00		6	9	10	11	16	20	0	6	6	36	448
2018	12	8604	32	23	55					12.00		26	6	13	10	39	16	28	8	36	55	674
2018	12	8607	209	589	798					26.00								88	87	175	405	9910
2018	12	8608	40	47	87					19.00		16	24	18	29	34	53	3	0	3	87	1634
2018	12	8610	459	493	952					14.00		235	224	221	272	456	496	402			487	6881
2018	12	8611	100	99	199					14.00		43	57	51	48	94	105	82	36	118	131	1868
2018	12	8612																				
2018	12	8614	9	28	37					3.00								9	5	14	18	59
2018	12	8615	146	345	491																	
2018	12	8616	33	57	90					19.00		13	20	26	31	39	51	1	3	4		
2018	12	8617	151	163	314					13.00		86	65	60	103	146	168	69	16	85	410	3406
2018	12	8618	76	63	139					17.00		40	36	31	32	71	68				121	1546
2018	12	8622	91	131	222					25.00		41	50	52	79	93	129	12	17	29	135	3387
2018	12	8623	251	209	460					10.00		104	147	71	138	175	285	196	68	264	321	3243
2018	12	8624	136	211	347					15.00		70	66	96	115	166	181	124	58	182	206	3052
2018	12	8625	99	118	217					17.00		54	45	50	68	104	113	19	12	31	138	2368
2018	12	8629	299	73	372					19.00		171	128	32	41	203	169	268	15	283	302	5673
2018	12	8631	155	260	415					21.00												
2018	12	8632	9	15	24																	
2018	12	8633																				
2018	12	8634	17							15.00		17						17				
2018	12	8635	204	128	332					12.00		117	87	81	47	198	134	178	55	233	247	3084
2018	12	8636	85	183	268					12.00												
2018	12	8637	158	712	870					25.00		80	78	402	310	482	388					
2018	12	8639	41	89	130					10.00		18	23	32	57	50	80	22	29	51	45	435
2018	12	8640	28	45	73					9.00		9	19	20	25	29	44	10	2	12	43	376
2018	12	8641	245	826	1071					12.00		64	181					184	18	202	140	1615
2018	12	8643	963	12	975					22.00		610	353	5	7	615	360	862	9	871	967	21290
2018	12	8644	46	24	70					6.00		20	26	11	13	31	39	43	9	52	54	325
2018	12	8645	43	96	139					11.00		23	20	56	40	79	60	24	30	54	69	790
2018	12	8646	104	90	194					10.00		52	52	51	39	103	91	86	24	110	134	1357
2018	12	8647																				
2018	12	8648																				
2018	12	8649	60	109	169					13.00		33	27	23	86	56	113	42	13	55	96	1258
2018	12	8650	10	20	30					10.00		2	8	5	15	7	23	5	5	10		
2018	12	8653			301					22.00												
2018	12	8654	277	107	384					8.00		129	148	50	57	179	205	240	31	271	313	2493
2018	12	8655	119	214	333					25.00		60	59								333	8359
2018	12	8656	349	70	419					21.00		168	181	28	42	196	223	307	21	328	379	7916
2018	12	8657																				
2018	12	8658								23.00												
2018	12	8659	116	136	252					21.00		79	37	89	47	168	84			15	161	3410
2018	12	8661	147	227	374					27.00												
2018	12	8662	141	81	222					24.00											1	24
2018	12	8663	126	366	492					20.00		56	70	180	186	236	256				248	4940
2018	12	8664	250	318	568					23.00		124	126	135	183	259	309	247	113	360	373	8657
2018	12	8668	137	54	191					17.00		71	66	29	25	100	91	111	12	123	155	2630
2018	12	8670								12.00												
2018	12	8671																				
2018	12	8672	107	474	581					17.00								15		15	581	8201
2018	12	8674	151	26	177					15.00		110	41	16	10	126	51	131	11	142	159	2412
2018	12	8675	551	145	696					17.00		291	260	55	90	346	350	411	53	464	599	10204
2018	12	8676																				
2018	12	8678	370	372	742					12.00		196	174	131	241	327	415					
2018	12	8679	370	372	742					12.00		196	174	131	241	327	415					
2018	12	8681	91	48	139					20.00		46	45	10	38	56	83	13	4	17		
2018	12	8682																				
2018	12	8683	64	55	119					15.00		62	2	42	13	104	15	58	27	85	19	295
2018	12	8686	160	307	467					20.00		94	66	191	116	285	182	109	45	154	274	5499
2018	12	8687	75	16	91					20.00								1	0	1		
2018	12	8689	67	53	120					17.00		33	34	26	27	59	61	6	7	13	120	1853
2018	12	8690																				
2018	12	8691	490	103	593					19.00		208	282	46	57	254	339	314	47	361	524	10174
2018	12	8692	401	194	595					16.00		211	190	86	108	297	298	335	54	389	416	6831
2018	12	8693	133	118	251					18.00		84	49	57	61	141	110	91	28	119	172	3100
2018	12	8695	102	106	208					15.00		47	55	34	72	81	127				150	2244
2018	12	8696	409	169	578					20.00		193	216	58	111	251	327	306	41	347	472	9266
2018	12	8697	159	123	282					18.00		85	74	48	75	133	149	93	40	133	200	3659
2018	12	8698																				
2018	12	8699	32	61	93					17.00		14	18	37	24	51	42	2	1	3	52	884
2018	12	8701	26	24	50					14.00		15	11	8	16	23	27	18	1	19		
2018	12	8702																				
2018	12	8703	69	178	247					14.00		39	30	74	104	113	134	60	57	117	120	1641
2018	12	8705	29	39	68					12.00		22	7	29	10	51	17	19	23	42	42	494
2018	12	8708	423	541	964					14.00		206	217	227	314	433	531	367	92	459	603	8589
2018	12	8709	833	165	998					14.00		481	352	87	78	568	430	592	100	692	802	10963
2018	12	8710	595	257	852					19.00		307	288	130	127	437	415	476	97	573	691	12940
2018	12	8714	106	321	427					18.00								11			210	3761
2018	12	8715	758	398	1156					11.00		455	303	230	168	685	471	622	113	735	807	9015
2018	12	8717	166	3	169					14.00		76	90	1	2	77	92	107	2	109	151	2169
2018	12	8722	167	116	283					21.00		94	73	43	73	137	146	112	7	119	323	4504
2018	12	8723	34	35	69					16.00												
2018	12	8724	58	121	179					16.00		32	26	64	57	96	83	10	13	23	98	1594
2018	12	8727								25.00												
2018	12	8728	405	141	546					16.00		216	189	60	81	276	270	267	60	327	452	6769
2018	12	8729	100	2	102							58	42	2	0	60	42	75	0	75		
2018	12	8730	75	91	166					21.00		19	56	40	51	59	107	10	0	10	166	3240
2018	12	8732	303	278	581					19.00		201	102	151	127	352	229	183	56	239	396	7479
2018	12	8733	22	28	50					14.00											50	431
2018	12	8735	66	105	171					20.00		29	37	45	60	74	97					
2018	12	8737	60	96	156					16.00		22	38	48	48	70	86	17	8	25	90	1628
2018	12	8738	61	54	115					27.00		27	34	22	32	49	66				79	2111
2018	12	8739								20.00												
2018	12	8740	132	422	554					23.00		61	71	201	221	262	292	25	39	64	554	12563
2018	12	8741	271	183	454					20.00		128	143	87	96	215	239					
2018	12	8742	75	210	285																	
2018	12	8743	73	217	290					17.00		35	38	59	158	94	196	6	10	16		
2018	12	8745	434	195	629					25.00												
2018	12	8747	155	178	333					11.00		77	78	67	111	144	189	94		94	198	2124
2018	12	8750	16	144	160					16.00												
2018	12	8751	73	75	148					16.00		44	29	55	20	99	49	44	12	56		
2018	12	8752	180	42	222					10.00		92	88	24	18	116	106	176	28	204	194	1982
2018	12	8753	17	71	88					16.00		12	5	45	26	57	31	8	1	9	40	661
2018	12	8755																				
2018	12	8756	214	705	919					22.00		94	120	355	350	449	470				919	19783
2018	12	8757	43	124	167					10.00		23	20	62	62	85	82	29	27	56	84	832
2018	12	8763	43	80	123					16.00		23	20	32	48	55	68	2	1	3	123	1680
2018	12	8764	23	18	41					16.00		12	11	8	10	20	21	2	3	5		
2018	12	8766	56	58	114					20.00		26	30	28	30	54	60	20	14	34	75	1467
2018	12	8767	207	73	280					19.00		97	110	20	53	117	163	140	11	151	210	3943
2018	12	8768	54	128	182					15.00												
2018	12	8770								16.00												
2018	12	8771	49	32	81					12.00		30	19	19	13	49	32	30	11	41	60	710
2018	12	8772	113	33	146					11.00		55	58	16	17	71	75	110	23	133	125	1374
2018	12	8774	71	19	90					24.00		19	52	4	15	23	67				90	2119
2018	12	8775	753	370	1123					21.00		379	374	170	200	549	574	571	109	680	876	18694
2018	12	8776	39	76	115					20.00		15	24	25	51	40	75	10	6	16	64	1272
2018	12	8778	108	86	194					16.00		55	53	34	52	89	105	93	28	121	136	2218
2018	12	8779																				
2018	12	8780	1419	594	2013					21.00		709	710	248	346	957	1056	1110	258	1368	1617	33397
2018	12	8781	40	70	110					24.00		21	19	35	35	56	54				63	1500
2018	12	8782	94	18	112					18.00		35	59	2	16	37	75				94	1716
2018	12	8783	99	71	170					12.00		32	67	23	48	55	115				123	1052
2018	12	8784	27	38	65					20.00		16	11	19	19	35	30	21	10	31	40	787
2018	12	8785	109	206	315					15.00											315	4715
2018	12	8786								14.00												
2018	12	8788	173	68	241					11.00		50	123	18	50	68	173	160	39	199	196	2103
2018	12	8789								6.00												
2018	12	8792	296	213	509					14.00											367	5256
2018	12	8793	164	381	545					27.00												
2018	12	8795	33	88	121					13.00		15	18	38	50	53	68				121	1560
2018	12	8796	84	54	138					13.00		57	27					63			102	1305
2018	12	8797			211											100	111			178		
2018	12	8799	146	220	366					15.00		57	89	96	124	153	213				219	3306
2018	12	8801	86	40	126					14.00		44	42	15	25	59	67	81	17	98	126	1501
2018	12	8804	16	16	32					6.00		6	10	8	8	14	18	3	0	3		
2018	12	8805	1613	24	1637					4.00		1181	432	16	8	1197	440	1601	22	1623	1654	7032
2018	12	8806	53	53	106					9.00												
2018	12	8807	185	295	480					21.00		81	104	142	153	223	257				283	5895
2018	12	8816	79	308	387					32.00		27	52	115	193	142	245				79	2506
2018	12	8817								24.00												
2018	12	8821																				
2018	12	8823	167	82	249					18.00		111	56	42	40	153	96	68	15	83	194	3493
2018	12	8824	128	110	238					17.00		68	60	49	61	117	121	72	25	97	165	2831
2018	12	8825	105	73	178					16.00		65	40	29	44	94	84	46	9	55	135	2225
2018	12	8826	154	96	250					16.00		80	74	39	57	119	131	49	21	70	186	2978
2018	12	8827	239	504	743					20.00		122	117	286	218	408	335	190			407	8122
2018	12	8828	139	114	253					11.00		72	67	42	72	114	139	50	13	63	261	2911
2018	12	8829	676	509	1185					19.00		399	277	254	255	653	532	644	244	888	846	15814
2018	12	8830	754	293	1047					19.00		426	328	152	141	578	469	697	157	854	852	16063
2018	12	8831	1283	556	1839					13.00		785	498	277	279	1062	777	1254	410	1664	1501	18726
2018	12	8832	1075	491	1566					18.00		671	404	252	239	923	643	983	209	1192	1162	20794
2018	12	8833	374	236	610					17.00		173	201	114	122	287	323	259	39	298	433	7161
2018	12	8834	374	442	816					16.00		194	180	206	236	400	416	322	107	429	816	9516
2018	12	8835	309	310	619					16.00		143	166	149	161	292	327	236	45	281	600	6819
2018	12	8836	252	190	442					14.00		140	112	88	102	228	214	220	35	255	324	4489
2018	12	8837	255	110	365					19.00		141	114	60	50	201	164	229	38	267	292	5489
2018	12	8838	351	273	624					16.00		172	179	105	168	277	347	293	83	376	442	6947
2018	12	8839	166	185	351					16.00		72	94	83	102	155	196	144	57	201	261	4242
