DATASET_YR	REPRJ_ID	INUN_ID	EN_SYS_N	EN_FRSH_FT_MEN_N	EN_FRSH_FT_WMN_N	EN_FRSH_PT_MEN_N	EN_FRSH_PT_WMN_N	EN_OTH_1ST_FT_MEN_N	EN_OTH_1ST_FT_WMN_N	EN_OTH_1ST_PT_MEN_N	EN_OTH_1ST_PT_WMN_N	EN_DEG_FT_MEN_N	EN_DEG_FT_WMN_N	EN_DEG_PT_MEN_N	EN_DEG_PT_WMN_N	EN_CRDT_FT_MEN_N	EN_CRDT_FT_WMN_N	EN_CRDT_PT_MEN_N	EN_CRDT_PT_WMN_N	GRS_BACH_INIT_N	GRS_BACH_EXCLUDE_N	GRS_BACH_ADJUST_N	GRS_4YR_N	GRS_5YR_N	GRS_6YR_N	GRS_BACH_TOT_N	GRS_BACH_TOT_P	GRS_ASSOC_INIT_N	GRS_ASSOC_EXCLUDE_N	GRS_ASSOC_ADJUST_N	GRS_2YR_LESS_N	GRS_2YR_LESS_150_N	GRS_2YR_MORE_N	GRS_2YR_MORE_150_N	GRS_TFER_TOT_N	GRS_TFER_2YR_N	GRS_TFER_4YR_N	FRSH_GPA_SUBMIT_P	EN_TFER_N	EN_UG_FT_MEN_N	EN_UG_FT_WMN_N	EN_UG_PT_MEN_N	EN_UG_PT_WMN_N	EN_FP_FT_MEN_N	EN_FP_FT_WMN_N	EN_FP_PT_MEN_N	EN_FP_PT_WMN_N	EN_GRAD_FT_MEN_N	EN_GRAD_FT_WMN_N	EN_GRAD_PT_MEN	EN_GRAD_PT_WMN_N	EN_TOT_FT_MEN_N	EN_TOT_FT_WMN_N	EN_TOT_PT_MEN_N	EN_TOT_PT_WMN_N	EN_TOT_UG_N	EN_TOT_N	EN_ALIEN_N	EN_BLACK_N	EN_NATIVE_N	EN_ASIAN_N	EN_HISPANIC_N	EN_WHITE_N	EN_UNKNOWN_N	EN_ETHNIC_TOT_N	EN_OLD_P	EN_NRES_P	UG_STATE_N	UG_COUNTRY_N	FRSH_HS_RANK_SUBMIT_P	FRSH_HS_RANK_50_P	FRSH_HS_RANK_25_P	FRSH_HS_RANK_10_P	FRSH_GPA	FULBRIGHT_N	MARSHALL_N	RHODES_N	FRSH_WSTNGHOUSE_N	FRSH_NAT_MERIT_N	FRSH_PRES_N	FRSH_VALED_N	FRSH_STUD_GOVT_N	RETENTION_FRSH_P	ASSOC_TO_4YR_P	BACH_TO_GRAD_P	BACH_TO_GRAD_BUS_P	BACH_TO_GRAD_ENG_P	BACH_TO_GRAD_LAW_P	BACH_TO_GRAD_THEO_P	BACH_TO_GRAD_DENT_P	BACH_TO_GRAD_ART_SCI_P	BACH_TO_GRAD_MED_P	BACH_TO_GRAD_VET_P	BACH_TO_GRAD_EDU_P	BACH_TO_GRAD_OTH_P	CERTIF_DIPLOMA_N	DEG_ASSOC_N	DEG_BACH_N	CERTIF_POST_BACH_N	DEG_MASTER_N	CERTIF_POST_MASTER_N	DEG_DOCTOR_N	DEG_FP_N	CERTIF_FP_N	EN_AGE_UP_21_P	EN_AGE_22_24_P	EN_AGE_25_29_P	EN_AGE_30_45_P	EN_AGE_46_UP_P	ACAD_YR	ACAD_YR_OUTCOME	GRS_COHORT_YR	RETENTION_COHORT_YR	DEG_DOCTOR_OTH_N	DEG_DOCTOR_PROF_N	DEG_DOCTOR_RESEARCH_N	EN_GRAD_ALL_FT_MEN_N	EN_GRAD_ALL_FT_WMN_N	EN_GRAD_ALL_PT_MEN_N	EN_GRAD_ALL_PT_WMN_N	EN_NONRES_ALIEN_N	EN_HISPANIC_ETHNICITY_N	EN_BLACK_NONHISPANIC_N	EN_WHITE_NONHISPANIC_N	EN_NATIVE_NONHISPANIC_N	EN_ASIAN_NONHISPANIC_N	EN_ISLANDER_NONHISPANIC_N	EN_MULTIRACE_NONHISPANIC_N	EN_RACE_ETHNICITY_UNKNOWN_N	EN_RACE_ETHNICITY_TOT_N	FRSH_GPA_WEIGHTED	GRS_BACH_INIT_PELL_N	GRS_BACH_EXCLUDE_PELL_N	GRS_BACH_ADJUST_PELL_N	GRS_4YR_PELL_N	GRS_5YR_PELL_N	GRS_6YR_PELL_N	GRS_BACH_PELL_N	GRS_BACH_PELL_P	GRS_BACH_INIT_STAFFORD_N	GRS_BACH_EXCLUDE_STAFFORD_N	GRS_BACH_ADJUST_STAFFORD_N	GRS_4YR_STAFFORD_N	GRS_5YR_STAFFORD_N	GRS_6YR_STAFFORD_N	GRS_BACH_STAFFORD_N	GRS_BACH_STAFFORD_P	GRS_BACH_INIT_NO_AID_N	GRS_BACH_EXCLUDE_NO_AID_N	GRS_BACH_ADJUST_NO_AID_N	GRS_4YR_NO_AID_N	GRS_5YR_NO_AID_N	GRS_6YR_NO_AID_N	GRS_BACH_TOT_NO_AID_N	GRS_BACH_TOT_NO_AID_P
2018	12	8288																																																																																																																																																									
2018	12	8290		73	121	0	0	0	0	0	0	0	0	0	0	73	266	0	0																			0.00	5	146	387	0	0									146	387	0	0	533	533									47.00	1.00	2	0	0.00																										455	199																																																										
2018	12	8291																																																																																																																																																									
2018	12	8292		273	750	3	14	197	301	43	113	1230	2669	424	887	25	19	57	75	944	0	944	185	172	79	436	46.19												618	1725	3739	527	1089									1762	3906	719	1787	7080	8174									22.00	14.00	27	2	70.90	73.50	38.90	11.90										74.60													36		1489	32	276	15										2011					9	37	167	192	698	12	1377	678	4131	36	219	4	144	479	7080		434	0	434	64	77	44	185	42.63	175	0	175	40	33	9	82	46.86	335	0	335	81	62	26	169	50.45
2018	12	8294		734	611	589	754	911	954	1870	3138	513	610	1268	2398	37	71	278	365																				404	2195	2246	4005	6655									2195	2246	4005	6655	15101	15101									38.00	4.00	9																												248	1649																								11	3031	1373	8753	76	467	5	739	646	15101																									
2018	12	8295		158	292	0	0	14	42	0	0	0	0	0	0	462	1008	0	0	452	0	452	300	95	17	412	91.00												56	634	1342	0	0									801	1639	0	0	1976	2440									2.00	95.00	48	46														95.00															514		214											2011						167	297	0	0	583	161	57	615	3	376	0	106	75	1976		58	0	58	42	8	2	52	90.00	90	0	90	69	12	1	82	91.00	304	0	304	189	75	14	278	91.00
2018	12	8299		538	508	0	0	21	8	0	0	1504	1323	36	32	6	8	7	10	998	5	993	828	68	12	908	91.00												30	2069	1847	43	42									3891	2806	185	140	4001	7022									0.00	52.00	53	42	49.00	99.00	97.00	89.00							33		188	97.00															1008		846											2011					215	1822	959	142	98	491	584	272	1374	6	1030	6	168	70	4001		166	1	165	125	17	2	144	87.00	103	1	102	84	6	0	90	88.00	729	3	726	619	45	10	674	93.00
2018	12	8300		216	351	6	24	82	107	38	89	92	154	51	95	8	28	101	192									357		357			99	99	80			96.00	98	398	640	196	400									398	640	196	400	1634	1634									11.00	1.00	5	2	82.00	48.00	20.00	6.00	2.63									59.00	0.00													174														2005																																												
2018	12	8301																																																						19736	19736									33.85		24	21	0.00																																																				6627	3724	4779		3201		147	1258	19736																									
2018	12	8302		125	137	81	122	129	179	206	326	7	6	35	40	141	227	482	762									290	0	290					82			37.00	23	402	549	804	1250									402	549	804	1250	3005	3005									57.00	2.00	25	0	37.00	48.00	26.00	8.00	2.15									57.00													519															2011										0	32	489	2302	18	30	7	0	127	3005																									
2018	12	8303		69	141	0	0	0	0	0	0	218	257	6	5	79	260	0	0	122	0	122	25	13	2	40	33.00											90.00		366	658	6	5									366	664	6	7	1035	1043									0.50		45	110	90.00	94.00	38.00	30.00	3.3									75.00																												2002																																												
2018	12	8304		91	129	49	60	26	54	15	59	216	336	169	444	63	124	264	429									205	1	204		3		48	43				154	396	643	497	992									396	643	497	992	2528	2528									32.00	0.40																													403	388														2014										6	102	562	913	200	25	1	64	655	2528																									
2018	12	8305		55	69	6	25	28	55	15	52	29	73	13	61	12	135	12	298									121	1	120		12		9	3					124	332	46	436									124	332	46	436	938	938									60.00																	61.00													184	89														2014										9	39	3	829	19	10	2	13	14	938																									
2018	12	8306		1300	2438	197	253	497	401	586	1204	5741	6158	5252	8015	2	1	159	254	1617	421	1196	157	225	145	527	44.00												2688	7540	8998	6194	9726									7540	8998	6194	9726	32458	32458									15.00	78.00	53	116														71.00														1883	4215													2011										2813	1116	196	24460	109	328	210	2029	781	32042																									
2018	12	8307																		1031	0	1031	556	81	17	654	63.00											100.00	252	1548	2163	177	206									1669	2401	390	613	4094	5073									7.00	25.00	44	46	31.00	74.00	43.00	14.00	3.35									80.00														7	1003	134	326	1										2010						121	238	213	407	130	623	514	2367	6	189	2	139	59	4029																									
2018	12	8309		97	270	0	0	27	53	2	3	322	626	24	30	0	0	1	1	287	0	287	167	19	1	187	65.00											100.00	87	446	949	27	34									446	949	27	34	1456	1456									7.00	54.00	48	56					3.33									84.00		5.00													237													2011										226	252	57	692	5	128	2	61	33	1456		107	0	107	64	8	0	72	67.00	83	0	83	43	7	0	50	60.00	97	0	97	60	4	1	65	67.00
2018	12	8310		145	188	6	20	36	38	3	25	246	435	38	142	241	390	53	100								39.00												180	668	1051	100	287									677	1060	114	310	2106	2161									35.00	4.00	19	6	86.00	49.00	20.00	5.00	3.06									56.00													14	240	155		33											2008						9	9	14	23	17	17	107	1752	5	7	2	6	193	2106																									
2018	12	8311																										950	27	923	8	6	211	178	70				1434																												0.18	5		0.00																										259	1159	0													2014										59	14865	394	1111	37	1215	25	182	992	19220																									
2018	12	8312																																																						20865	20865									43.00	4.00		38	0.00																																																																																					
2018	12	8313		88	145	1	0	3	2	0	0	249	248	3	1	2	2	3	9	227	0	227	141	11	2	154	68.00											89.00	13	342	397	7	10									342	397	7	10	756	756									1.00	30.00	30	7	61.00	79.00	43.00	16.00	3.41									71.00		37.00													181													2011										28	63	28	590	2	7	0	20	2	740		89	0	89	56	3	1	60	67.00	77	0	77	47	3	1	51	66.00	61	0	61	38	5	0	43	70.00
2018	12	8314																																																						18586	18586									33.00																														927	1881																																																										
2018	12	8315		42	207	2	1	2	20	2	31	160	431	47	379	0	1	6	18	246	0	246	96	21	3	120	49.00												117	204	659	57	429									268	790	161	938	1349	2157									43.00	45.00	27	17														73.00														116	326	4	239	9										2011					6	64	131	104	509	0	54	48	1012	5	35	2	49	119	1324																									
2018	12	8316		312	512	133	256	171	250	175	375	311	633	368	925	98	71	436	806																			97.00	211	892	1466	1112	2362									892	1466	1112	2362	5832	5832									34.00	1.00	11	5					3.17									62.00													96	780																								8	102	104	3526	11	26	2	111	93	3983																									
2018	12	8317		26	26	2	0	8	7	2	2	39	60	9	11	0	0	0	0	23	0	23	4	1	0	5	22.00											98.00	10	73	93	13	13									73	93	13	13	192	192									17.00	34.00	17	3	81.00	63.00	23.00	11.00	3.09									63.00													2	6	19													2011										3	11	38	139	1	1	0	3	1	197		17	0	17	4	1	0	5	29.00	5	0	5	0	0	0	0	0.00	1	0	1	0	0	0	0	0.00
2018	12	8318																																																						384	384									50.00																																																																																									
2018	12	8319		238	319	0	0	37	28	0	0	554	782	15	17	4	11	13	19	533	0	533	332	21	3	356	66.80											99.30	65	833	1140	28	36									833	1140	28	36	2037	2037									3.00	48.00	42	32	56.00	77.00	39.00	16.00	3.54						5	5	56	84.10		21.00													441													2011										66	95	114	1598	2	20	2	93	0	1990	X	149	0	149	81	6	2	89	59.70	195	0	195	122	9	0	131	67.20	189	0	189	129	6	1	136	72.00
2018	12	8321		457	411	2	1	123	99	6	21	1630	1119	175	169	0	1	15	14	781	0	781	368	88	18	474	60.70											94.12	266	2210	1630	198	205									2210	1630	572	664	4243	5076									15.20	13.30	43	37	54.00	76.00	42.00	18.00	3.51									81.10		6.00											0		974	0	339											2011				32	27	0	0	374	459	503	97	249	3109	3	45	5	134	98	4243		288	0	288	106	33	9	148	51.40	270	0	270	143	28	6	177	65.60	223	0	223	119	27	3	149	66.80
2018	12	8322		233	191	1	2	197	146	4	7	656	472	21	41	0	0	12	20	224	0	224	153	14	4	171	76.00											99.00	302	1086	809	38	70									1103	826	158	220	2003	2307									19.00	13.00	39	10	71.00	40.00	10.00	3.00	2.73									49.00		12.00												371	628		191											2011						17	17	120	150	17	613	499	675	2	56	4	46	59	1971		125	0	125	73	10	3	86	69.00	69	0	69	58	2	1	61	88.00	30	0	30	22	2	0	24	80.00
2018	12	8324		76	143	0	0	26	16	5	7	283	704	8	29	0	0	10	14	236	0	236	114	21	6	141	60.00											96.35	79	385	863	23	50									455	1155	34	96	1321	1740									27.00	8.00	27	28	67.00	83.00	48.00	20.00	3.5									81.86		19.00													390		207											2011						70	292	11	46	53	78	121	972	3	30	2	38	24	1321																									
2018	12	8325																																																						2869	2869																																																																																																		
2018	12	8327																																																						5898	5898									34.00																																																																																									
2018	12	8328		1889	866	1	2	273	203	13	11	6225	2979	264	132	6	6	480	165	2436	6	2430	682	758	267	1707	70.00												548	8393	4054	758	310									9902	5017	1110	555	13515	16584									5.00	46.00	52	67	65.00	95.00	74.00	40.00	3.7									90.00		13.00											34	123	2495	103	1176											2011					25	1509	963	352	245	849	955	625	8605	23	1150	2	480	826	13515		747	1	746	198	202	78	478	64.00	894	2	892	265	301	93	659	74.00	795	3	792	219	255	96	570	72.00
2018	12	8330		91	60	1	0	56	27	7	8	252	403	43	69	21	7	6	10	123	0	123	33	16	2	51	41.00											100.00	134	420	497	57	87									443	522	119	177	1061	1261									21.00	33.00							3.17									66.00													0	0	247	0	96	0										2011			0	0	0	23	25	62	90	43	154	100	635	2	23	0	27	34	1018		59	0	59	15	7	2	24	41.00	52	0	52	11	8	0	19	37.00	12	0	12	7	1	0	8	67.00
2018	12	8331		170	260	0	0	27	12	0	1	433	542	33	145	0	1	198	386	326	0	326	211	30	2	243	75.00											100.00	97	630	815	231	532									756	1093	470	724	2208	3043									7.00	33.00	39	17	51.00	84.00	56.00	25.00	3.62									86.00													6		444	13	299											2011				45		126	278	239	192	21	146	89	1169	12	49	0	41	96	1623		77	0	77	34	11	1	46	60.00	109	0	109	75	10	1	86	79.00	140	0	140	102	9	0	111	79.00
2018	12	8332		108	101	57	68	20	15	10	28	150	209	183	348	24	41	172	245									261		260		7		39						302	366	422	689									302	366	422	689	1779	1779											2																												184	226														2012										5	117	284	1269	5	10	1	58	30																										
2018	12	8333		720	614	68	80	0	0	0	0	1482	1359	732	1301	9	5	471	593									1486	0	1486	0	0		400	295	69	226		426	2211	1978	1271	1974									2211	1978	1271	1974	7434	7434									35.00	1.00	5	78														70.00													40	1214														2011										70	1398	1372	2825	17	341	23	122	1266	7434																									
2018	12	8334																																					66																	1343										0.00	50.00	50	17					3.68									78.34														30	371		163																																																							
2018	12	8335		391	369	147	134	63	54	36	60	778	863	1228	1609	114	164	147	221																				213	1346	1450	1558	2024													6378	6378									26.00																														964	1116																								33	1135	463	3652	21	171	7	115	135	5732																									
2018	12	8336		129	118	0	0	28	25	0	0	284	283	8	10	0	2	9	3	225	0	225	90	26	2	118	52.00											100.00	53	441	428	17	13									484	476	17	15	899	992									7.00	48.00	41	16	66.00	77.00	43.00	15.00	3.34									67.00		22.00												2	160		60											2011						43	48	0	2	32	48	24	686	15	5	8	49	18	885		76	0	76	27	7	0	34	45.00	50	0	50	17	4	0	21	42.00	99	0	99	46	15	2	63	64.00
2018	12	8337																																																																																																																																																									
2018	12	8338		23	53	10	16	32	71	26	28	187	319	102	207	3	0	1	1	128	0	128	58	4	0	62	48.00												489	245	443	139	252									248	454	140	254	1079	1096									49.00	53.00	52	5														52.00													4		106		17											2008						3	11	1	2	16	121	70	635	30	28	0	12	167	1079																									
2018	12	8339		576	559	0	0	49	44	30	26	1280	1531	196	156	0	3	85	168	1171	2	1169	646	90	18	754	64.50											100.00	66	1905	2137	311	350									1970	2245	375	434	4703	5024									10.00	79.00	42	56					3.25						7		113	79.40		20.00											20	70	952	8	104											2011				121		65	108	64	84	116	302	108	3451	7	71	5	96	547	4703		209	0	209	114	22	6	142	67.90	474	0	474	289	27	6	322	67.90	488	2	486	243	41	6	290	59.70
2018	12	8340		172	234	207	306	322	444	404	635	225	328	321	499	109	62	325	308									389	0	389	3	3	54	54	99	21	78	31.00	242	828	1068	1257	1748									828	1068	1257	1748	4901	4901									45.00	3.00	26	4					3.06																						344	629														2012										4	692	36	2900	53	65	20	176	151	4097																									
2018	12	8341		203	327	0	0	0	0	0	0	568	871	0	0	2	6	6	1	555	0	555	380	32	6	418	75.30											100.00	56	773	1204	6	1									917	1414	143	176	1984	2650									1.50	42.00	41	57	49.00	91.00	58.00	31.00	3.3									83.00															20		213											2011				9		144	210	137	175	201	325	79	1182	3	58	0	71	65	1984		114	0	114	83	4	2	89	78.00	156	0	156	115	7	1	123	79.00	285	0	285	182	21	3	206	71.80
2018	12	8342		132	228	0	0	47	80	6	3	599	1025	130	235	1	3	9	16	435	0	435	127	39	12	178	41.00											99.00	414	779	1336	145	254									1139	1996	448	874	2514	4457									24.00	17.00	39	44	63.00	31.00	6.00	2.00	3.37									64.00															770	13	646											2010				59	19	360	660	303	620	92	622	420	1087	9	144	6	75	30	2485																									
2018	12	8343		162	279	0	0	30	41	1	5	495	1004	22	116	1	2	9	4	414	0	414	193	58	6	257	62.00											99.80	152	688	1326	32	125									736	1597	172	622	2171	3127									11.00	6.00	30	9	66.00	85.00	55.00	25.00	3.7									81.00		21.00											0		533	13	503	0										2011					0	48	271	140	497	51	1102	144	725	3	73	5	18	50	2171		248	0	248	98	40	6	144	58.10	87	0	87	48	10	0	58	66.70	79	0	79	47	8	0	55	69.60
2018	12	8344		429	128	0	0	15	4	0	0	1161	396	12	1	7	7	6	2	506	1	505	336	60	13	409	81.00											92.00	19	1612	535	18	3									1646	550	41	8	2168	2245									0.70	64.20	49	11	49.20	100.00	91.20	63.50	4					14		35	22	91.20		18.00													526		41											2011						34	15	23	5	314	98	58	1450	3	109	3	98	13	2146	X	92	0	92	55	14	3	72	78.00	201	1	200	135	18	5	158	79.00	213	0	213	146	28	5	179	84.00
2018	12	8345		50	93	0	0	14	27	2	5	125	205	43	45	0	6	3	17	106	0	106	59	6	0	65	61.30											100.00	42	189	331	48	67									209	453	96	250	635	1008									5.00	25.00							3.15									64.00															95	34	135											2011						20	122	48	183	28	37	253	220	3	18	2	21	53	635		59	0	59	33	5	0	38	64.40	29	0	29	16	0	0	16	55.20	18	0	18	10	1	0	11	61.10
2018	12	8347																										869	1	868		29		124																						7579	7579									30.00	1.00	11																												621	819														2014										106	745	1467	4763	37	131	9	212	109	7579																									
2018	12	8348		120	254	53	131	136	228	114	210	115	162	122	255	52	57	147	226																				13	423	701	436	822									423	701	436	822	2382	2382									61.00		14																																																																																							
2018	12	8350																																																						1969	2584										51.00	13	0														90.00															292		213																5																																							
2018	12	8351																																																						1010	3120																																																																																																		
2018	12	8353		0	0	0	0	0	0	0	0	20	139	2	4	0	0	0	1																				20	20	139	2	5													166	1566									60.00	19.00	14	4																													151		174	29																																																						
2018	12	8356		145	215	0	0	29	32	18	41	177	275	30	42	0	0	0	0	241	0	241	160	78	0	238												68.00	70	351	522	48	83									351	522	48	83	1004	1004									9.00	58.00	22	6					2.66									59.00														7	131													2011										17	0	955	6	0	1	0	0	25	1004		220	0	220	140	57	0	197	89.50	100	0	100	11	15	0	26	26.00	11	0	11	9	6	0	15	136.00
2018	12	8357		334	423	0	1	71	99	4	13	1408	2109	363	535	27	22	25	55	531	1	530	131	140	36	307	58.00												866	1840	2653	392	604									2147	2962	751	993	5489	6853									29.00	2.00	29	24	73.00	76.00	37.00	12.00								2		88.00															1309		281											2011				188	36	307	309	359	389	94	817	979	2632	5	520	8	219	86	5360		204	1	203	35	61	18	114	56.00	148	0	148	35	37	10	82	55.00	179	0	179	61	42	8	111	62.00
2018	12	8366		602	717	3	3	175	223	33	14	2442	2997	409	504	1	5	205	218	978	0	978	362	256	45	663	68.00												1145	3220	3942	650	739									4197	4813	1928	1830	8551	12768									20.00	1.00	26	57	62.00	87.00	53.00	21.00								5		84.00															1559		1110											2011				200	77	977	871	1278	1091	441	2347	1625	1833	6	1458	22	211	179	8122		461	0	461	164	117	25	306	66.00	172	0	172	59	44	7	110	64.00	345	0	345	139	95	13	247	72.00
2018	12	8368		3126	3140	1	1	476	411	15	19	13242	13224	748	893	18	40	102	185	5832	1	5831	3494	1013	169	4676	80.00												2705	16862	16815	866	1098									20418	21776	2700	4683	35641	49577									7.00	6.00	51	92	42.00	96.00	75.00	38.00								52		93.00													19	106	8377	33	2998	4										2011				686	636	3556	4961	1834	3585	3144	4647	2539	13706	16	9405	94	1151	594	35296		1834	0	1834	965	390	58	1413	77.00	1439	0	1439	890	226	33	1149	80.00	2559	1	2558	1639	397	78	2114	83.00
2018	12	8381																																				73.60																		23542	25181																	3									89.60													949		4895		360																																																							
2018	12	8382																																					389																	21890	21890									50.00				75.00	25.00	10.00	5.00																																																																																		
2018	12	8385		3	0	0	0	15	0	6	5	35	2	13	14	2	0	78	91																			100.00	26	55	2	97	110									132	5	167	162	264	466									82.00	4.00			33.00		33.00		3.48									100.00													29	4	23	1	38																	77	3	70	52	3	5	4	68	1	0	0	0	12	93																									
2018	12	8386		456	931	0	0	465	750	45	96	923	1455	108	267	0	2	25	80	980	0	980	654	53	3	710	72.00											99.90	123	1844	3138	178	443									2194	3874	625	1850	5603	8543									8.00	65.00	42	26	77.00	68.00	29.00	10.00	3.48									84.00		21.00												2	1134		1112	66										2011				78		350	736	447	1407	75	582	252	4106	4	115	8	133	328	5603		182		182	109	11	1	121	66.00	414		414	288	23	1	312	75.00	384		384	257	19	1	277	72.00
2018	12	8387		740	631	448	412	184	188	258	322	1627	1699	1601	2142	730	822	2579	3988									206	0	206	4		66							3281	3340	4886	6864									3281	3340	4886	6864	18371	18371									61.00			23	0.00																																									2004																																												
2018	12	8389		444	773	7	6	0	0	0	0	2136	3040	488	604	88	120	68	119	1761	3	1758	202	357	140	699	40.00											98.62	524	2668	3933	563	729									2733	4114	697	1118	7893	8662									16.20	1.60	21	43	71.00	77.00	45.00	20.00	3.44									74.00		27.30													1324		323	25										2011						65	181	134	389	480	323	633	5454	19	57	0	196	336	7498		787	2	785	47	102	64	213	27.00	357	0	357	29	84	27	140	39.00	617	1	616	126	171	49	346	56.00
2018	12	8391		254	292	2	2	0	0	0	0	726	939	59	86	1	3	1	5	551	1	550	287	52	5	344	63.00											94.71	202	981	1234	62	93									1089	1595	184	250	2370	3118									12.00	62.00	28	24	50.00	76.00	42.00	14.00	3.29									78.00		20.00													770		288	6										2011				37	2	108	361	122	157	115	181	110	1760	3	33	4	67	97	2370		116	0	116	52	16	0	68	59.00	207	1	206	103	14	1	118	57.00	228	0	228	132	22	4	158	69.00
2018	12	8394		133	53	0	1	25	28	1	2	174	169	3	18	3	8	2	7	142	0	142	38	9	1	48	34.00											100.00	56	335	258	6	28									345	265	11	34	627	655									15.00	40.00	31	30	72.00	35.00	12.00	2.00	3.13									42.00															122		19											2011						10	7	5	6	84	24	150	283	9	3	0	21	53	627		57		57	16	7	0	23	40.00	35		35	9	1	1	11	31.00	50		50	13	1	0	14	28.00
2018	12	8395		239	307	0	0	1	2	1	4	523	853	1	25	1	0	2	5	549	1	548	425	10	3	438	79.90											100.00	12	764	1162	4	34									764	1162	4	34	1964	1964									1.00	78.00	35	7	44.00	88.00	55.00	24.00	3.29									88.00		13.00													443													2011										12	74	36	1729	1	23	1	33	55	1964		102	0	102	75	3	2	80	78.40	245	0	245	187	3	1	191	78.00	202	1	201	163	4	0	167	83.10
2018	12	8397		0	0	0	0	0	0	0	0	19	148	6	57	0	0	1	7	0																			58	19	148	7	64									19	153	16	133	238	321									53.00	10.00	2	0	0.00													100.00															96		12	0										2010			1			0	5	9	69	0	30	5	184	0	13	1	4	1	238																									
2018	12	8399		96	267	11	31	83	204	19	24	118	448	25	99	1	1	1	2																			0.00	37	298	920	56	156									298	920	56	156	1430	1430									69.00		2	5														68.00													124	209	18																																																									
2018	12	8400		180	167	0	0	115	81	10	9	200	177	5	0	0	0	0	0	434	0	434	85	25	7	117	27.00											100.00	75	495	425	15	9									495	425	15	9	944	944									907.00		13	3														55.00															166													2011										13	10	840	14	6	1			60	944																									
2018	12	8403		87	99	48	57	0	0	0	0	276	471	173	457	34	19	285	593									150	0	150	4	4	18	18	27	27		52.00	422	397	589	506	1107									397	589	506	1107	2599	2599									34.00	1.00	15	9					2.52																						159	212														2014										15	177	1029	1131	19	44	5	70	109	2599																									
2018	12	8405		230	209	0	0	13	11	0	0	577	544	8	5	4	3	10	13	489	0	489	290	44	2	336	69.00											100.00	61	824	767	18	18									901	876	121	191	1627	2089									2.00	32.00	33	17	49.00	76.00	47.00	21.00	3.39							2		84.00													0	0	437	1	193	22										2011			0	0	0	77	109	103	173	47	122	95	1115	7	66	1	34	110	1597		148	0	148	72	17	2	91	61.00	169	0	169	97	16	0	113	67.00	172	0	172	121	11	0	132	77.00
2018	12	8407		7	0	0	0	1	0	0	0	39	0	0	0	27	0	7	17	10	0	10	7	1	0	8	80.00											57.00	5	74	0	7	17									148	11	19	34	98	212									2.00	13.00	6	0	57.00	67.00	33.00	72.00										78.00													6		15	0	33	0										2011						74	11	12	17	0	4	0	42	0	1	0	0	0	47																									
2018	12	8408		506	521	176	173	564	645	484	664	405	553	507	785	39	19	219	303									1217	0	1217		0		226	389				527	1514	1738	1386	1925									1514	1738	1386	1925	6563	6563									24.00		23	34																											94	818														2014										73	284	404	4648	16	127	8	207	216	5983																									
2018	12	8409		190	212	80	103	16	24	26	80	282	443	414	652	85	163	320	535									525	1	524				94		147				573	842	840	1370									573	842	840	1370	3625	3625										0.00																58.00													66	635														2013																																												
2018	12	8411		798	960	20	22	434	412	132	130	2912	2999	731	738	95	227	1080	1546	2274	0	2274	415	431	161	1007	44.00											88.00	1040	4239	4598	1963	2436									4568	4957	2515	3052	13236	15092									19.00	8.00	48	95	77.00	46.00	19.00	5.00	3.23									69.00													41	416	2121	95	507	0										2010			0	0	13	329	359	552	616	973	421	790	9628	34	729	5	408	248	13236																									
2018	12	8412		318	179	188	225	215	198	99	214	589	686	535	880	18	27	232	148									794		794		72		115	217			70.00	1751	1140	1090	1054	1467									1140	1090	1054	1467	4751	4751									35.00	3.00	7	1					3.16									49.00													261	672														2009										14	150	294	3990	23	58	1	175	46	4751																									
2018	12	8413		319	544	0	1	122	133	13	21	985	1507	152	253	0	0	1	5	770	0	770	403	75	12	490	64.00												252	1426	2184	166	280									1489	2311	281	520	4056	4601									7.00	14.00	49	54	61.00	88.00	60.00	24.00										80.50															847	0	235											2010						63	127	115	240	320	1678	169	1499	17	124	6	141	96	4050																									
2018	12	8414		159	292	1	2	0	0	0	0	341	730	34	281	0	1	14	51	332	0	332	129	46	11	186	56.02											99.12	187	500	1023	49	334									558	1164	115	485	1906	2322									23.00	10.00	16	7	76.00	80.00	40.00	14.00	3.38									71.65		12.86											0	135	322	0	221	2										2011						58	141	66	151	13	137	130	1445	1	28	3	54	29	1840	X	145	0	145	39	15	9	63	43.45	112	0	112	53	19	2	74	66.07	75	0	75	37	12	0	49	65.33
2018	12	8415		228	305	1	0	54	105	6	10	727	974	74	94	0	0	6	14	581	0	581	167	105	29	301	52.00											96.00	159	1009	1384	87	118									1021	1413	106	132	2598	2672									11.00	2.00	21	68										0	0	0	0	76.00		19.00												17	462		38											2009						12	29	19	14																																			
2018	12	8416		133	225	1	0	16	15	7	8	376	697	48	115	0	0	8	12	432	0	432	266	35	5	306	71.00											99.99	28	525	937	64	135									626	1107	145	331	1661	2209									10.00	23.80	39	38	69.15	81.17	56.50	25.11	3.61							8		85.10													0	10	397	0	337	0										2011			0	35	0	101	170	81	196	13	31	110	1359	5	19	2	22	55	1616		123		123						172		172						137		137					
2018	12	8417		0	0	0	0	0	0	0	0	39	272	9	82	0	0	0	0																				119	39	272	9	82									39	276	39	291	402	645									36.00	1.00	3	4																													178		65	5													6			0	4	30	209	4	21	19	343	0	9	0	7	2	405																									
