DATASET_YR	REPRJ_ID	INUN_ID	EN_SYS_N	EN_FRSH_FT_MEN_N	EN_FRSH_FT_WMN_N	EN_FRSH_PT_MEN_N	EN_FRSH_PT_WMN_N	EN_OTH_1ST_FT_MEN_N	EN_OTH_1ST_FT_WMN_N	EN_OTH_1ST_PT_MEN_N	EN_OTH_1ST_PT_WMN_N	EN_DEG_FT_MEN_N	EN_DEG_FT_WMN_N	EN_DEG_PT_MEN_N	EN_DEG_PT_WMN_N	EN_CRDT_FT_MEN_N	EN_CRDT_FT_WMN_N	EN_CRDT_PT_MEN_N	EN_CRDT_PT_WMN_N	GRS_BACH_INIT_N	GRS_BACH_EXCLUDE_N	GRS_BACH_ADJUST_N	GRS_4YR_N	GRS_5YR_N	GRS_6YR_N	GRS_BACH_TOT_N	GRS_BACH_TOT_P	GRS_ASSOC_INIT_N	GRS_ASSOC_EXCLUDE_N	GRS_ASSOC_ADJUST_N	GRS_2YR_LESS_N	GRS_2YR_LESS_150_N	GRS_2YR_MORE_N	GRS_2YR_MORE_150_N	GRS_TFER_TOT_N	GRS_TFER_2YR_N	GRS_TFER_4YR_N	FRSH_GPA_SUBMIT_P	EN_TFER_N	EN_UG_FT_MEN_N	EN_UG_FT_WMN_N	EN_UG_PT_MEN_N	EN_UG_PT_WMN_N	EN_FP_FT_MEN_N	EN_FP_FT_WMN_N	EN_FP_PT_MEN_N	EN_FP_PT_WMN_N	EN_GRAD_FT_MEN_N	EN_GRAD_FT_WMN_N	EN_GRAD_PT_MEN	EN_GRAD_PT_WMN_N	EN_TOT_FT_MEN_N	EN_TOT_FT_WMN_N	EN_TOT_PT_MEN_N	EN_TOT_PT_WMN_N	EN_TOT_UG_N	EN_TOT_N	EN_ALIEN_N	EN_BLACK_N	EN_NATIVE_N	EN_ASIAN_N	EN_HISPANIC_N	EN_WHITE_N	EN_UNKNOWN_N	EN_ETHNIC_TOT_N	EN_OLD_P	EN_NRES_P	UG_STATE_N	UG_COUNTRY_N	FRSH_HS_RANK_SUBMIT_P	FRSH_HS_RANK_50_P	FRSH_HS_RANK_25_P	FRSH_HS_RANK_10_P	FRSH_GPA	FULBRIGHT_N	MARSHALL_N	RHODES_N	FRSH_WSTNGHOUSE_N	FRSH_NAT_MERIT_N	FRSH_PRES_N	FRSH_VALED_N	FRSH_STUD_GOVT_N	RETENTION_FRSH_P	ASSOC_TO_4YR_P	BACH_TO_GRAD_P	BACH_TO_GRAD_BUS_P	BACH_TO_GRAD_ENG_P	BACH_TO_GRAD_LAW_P	BACH_TO_GRAD_THEO_P	BACH_TO_GRAD_DENT_P	BACH_TO_GRAD_ART_SCI_P	BACH_TO_GRAD_MED_P	BACH_TO_GRAD_VET_P	BACH_TO_GRAD_EDU_P	BACH_TO_GRAD_OTH_P	CERTIF_DIPLOMA_N	DEG_ASSOC_N	DEG_BACH_N	CERTIF_POST_BACH_N	DEG_MASTER_N	CERTIF_POST_MASTER_N	DEG_DOCTOR_N	DEG_FP_N	CERTIF_FP_N	EN_AGE_UP_21_P	EN_AGE_22_24_P	EN_AGE_25_29_P	EN_AGE_30_45_P	EN_AGE_46_UP_P	ACAD_YR	ACAD_YR_OUTCOME	GRS_COHORT_YR	RETENTION_COHORT_YR	DEG_DOCTOR_OTH_N	DEG_DOCTOR_PROF_N	DEG_DOCTOR_RESEARCH_N	EN_GRAD_ALL_FT_MEN_N	EN_GRAD_ALL_FT_WMN_N	EN_GRAD_ALL_PT_MEN_N	EN_GRAD_ALL_PT_WMN_N	EN_NONRES_ALIEN_N	EN_HISPANIC_ETHNICITY_N	EN_BLACK_NONHISPANIC_N	EN_WHITE_NONHISPANIC_N	EN_NATIVE_NONHISPANIC_N	EN_ASIAN_NONHISPANIC_N	EN_ISLANDER_NONHISPANIC_N	EN_MULTIRACE_NONHISPANIC_N	EN_RACE_ETHNICITY_UNKNOWN_N	EN_RACE_ETHNICITY_TOT_N	FRSH_GPA_WEIGHTED	GRS_BACH_INIT_PELL_N	GRS_BACH_EXCLUDE_PELL_N	GRS_BACH_ADJUST_PELL_N	GRS_4YR_PELL_N	GRS_5YR_PELL_N	GRS_6YR_PELL_N	GRS_BACH_PELL_N	GRS_BACH_PELL_P	GRS_BACH_INIT_STAFFORD_N	GRS_BACH_EXCLUDE_STAFFORD_N	GRS_BACH_ADJUST_STAFFORD_N	GRS_4YR_STAFFORD_N	GRS_5YR_STAFFORD_N	GRS_6YR_STAFFORD_N	GRS_BACH_STAFFORD_N	GRS_BACH_STAFFORD_P	GRS_BACH_INIT_NO_AID_N	GRS_BACH_EXCLUDE_NO_AID_N	GRS_BACH_ADJUST_NO_AID_N	GRS_4YR_NO_AID_N	GRS_5YR_NO_AID_N	GRS_6YR_NO_AID_N	GRS_BACH_TOT_NO_AID_N	GRS_BACH_TOT_NO_AID_P
2018	12	5050		234	184	0	0	24	42	0	1	574	528	21	13	6	8	30	42	559	0	559	228	59	12	299	53.49											100.00	67	838	762	51	56									908	875	159	420	1707	2362									3.00	18.00	40	14	65.20	70.70	40.70	11.70	2.96					0		4		68.00		23.00													410		239	54										2011					10	70	113	108	364	40	131	169	1076	5	36	0	48	202	1707		240	0	240	85	27	4	116	48.33	177	0	177	79	18	3	100	56.50	142	0	142	64	14	5	83	58.45
2018	12	5051		100	120	0	0	17	6	0	0	155	180	4	8	0	0	5	3	182	0	182	28	18	6	52	28.57											100.00	25	272	306	9	11									272	306	9	11	598	598									2.30	16.00	7	4	98.00	73.00	40.00	12.00	3.55									60.38		32.00													122													2011										4	8	13	560	0	1	2	2	8	598	X	99	0	99	14	10	3	27	27.27	23	0	23	3	4	0	7	30.43	60	0	60	11	4	3	18	30.00
2018	12	5052		201	190	170	154	56	44	99	120	682	834	1101	1524	430	559	1900	2323																					1369	1627	3270	4121									1369	1627	3270	4121	10387	10387											27	12																											974	988																																																										
2018	12	5053																																																						4913	4913													0.00																																																																																					
2018	12	5054		211	270	0	3	39	29	0	2	549	650	8	3	2	2	11	23	559	0	559	385	30	7	422	75.49											100.00	15	801	951	19	31									801	951	19	31	1802	1802									1.00	50.00	47	50	53.00	88.00	65.00	33.00	3.48					5	1	14	5	81.00		31.00													465													2011										53	154	154	1231	1	50	1	75	45	1764		185	0	185	115	16	2	133	71.90	166	0	166	127	2	1	130	78.30	208	0	208	143	12	4	159	76.40
2018	12	5055		0	0	0	0	6	91	2	25	18	147	2	38	0	0	0	0																		0		125	24	238	4	63									39	329	27	227	329	622									26.00	7.00	9	2														95.00													1	15	197	0	63	10														2		15	91	23	164	2	4	2	295	1	2	1	6	16	329																									
2018	12	5056																																					200																	2379	2379									20.00																																																																																									
2018	12	5058		186	235	16	38	29	31	15	59	533	793	115	241	3	1	15	35	445	0	445	278	29	5	312	70.10											50.00	73	751	1060	161	373									883	1350	386	696	2345	3315									24.00	24.00	29	3	37.00	79.00	52.00	34.00	3.29									81.00													6		522		269											2011				12		132	290	225	323	3	311	105	1633	0	60	1	63	115	2291		106	0	106	53	10	1	64	60.40	236	0	236	157	13	4	174	73.70	103	0	103	68	6	0	74	71.80
2018	12	5059		102	139	0	1	117	161	5	6	132	153	5	6																								54	351	453	10	13									351	453	10	13	827	827									30.00	25.00																62.00															49																																																									
2018	12	5061		177	231	0	0	3	5	0	0	410	545	9	12	1	4	15	14	392	0	392	220	38	7	265	67.60											99.75	43	591	785	24	26									591	785	24	26	1426	1426									1.00	9.00	29	10	65.00	84.00	25.00	18.00	3.53					0		8		76.50		24.00													318													2011										26	72	48	1098	6	20	2	47	107	1426		119	0	119	52	13	0	65	54.62	133	0	133	77	16	4	97	72.93	140	0	140	91	9	3	103	73.57
2018	12	5063																										292	0	292	33	33	104	104				90.00	36																	1950	1950									40.00	0.01	4		20.00	50.00	25.00	10.00	2.67									55.00																												2009																																												
2018	12	5064		114	231	0	0	18	43	0	6	351	960	101	401	0	2	23	73	388	0	388	142	56	6	204	53.00											100.00	62	483	1236	124	480									558	1365	227	722	2323	2872									7.00	20.00	18	6	68.00	72.00	19.00	11.00	3.33									82.00														16	499		168											2010					14	75	129	103	242	10	199	242	1563	7	37	2	36	227	2323																									
2018	12	5065		0	197	0	1	0	102	0	29	0	727	2	225	0	10	0	19	193	0	193	23	49	15	87	45.00											100.00	131	0	1036	2	274									41	1363	15	523	1312	1942									29.00	7.00	17	5					3.04									71.00		7.00											0	5	320	60	178	7										2011			0	0	0	41	327	13	249	6	346	170	624	7	72	1	57	0	1283		152	0	152	11	39	14	64	42.00	27	0	27	5	9	1	15	56.00	14	0	14	7	1	0	8	57.00
2018	12	5066		282	280	211	249	0	0	0	0	308	412	842	1140	50	79	823	1109									370		299		14		61						640	771	1876	2498									640	771	1876	2498	5785	5785									26.00			2	0.00													62.00													410	868														2014										42	1251	461	1105	30	168	10	0	53	3120																									
2018	12	5067																																																																36.40																	52.30													754	1167																								0	5113	677	6433	70	341	8	237	144	13023																									
2018	12	5069		12	28	7	9	0	3	0	2	56	94	24	25	0	0	0	0																				5	68	125	31	36									68	125	31	36	260	260									3.00	18.00	7	0														75.00		0.00											0	0	55	0	0	0													0	0	0					0	93	25	116	1	11	2	12	0	260																									
2018	12	5070		28	23	5	1	7	9	2	2	61	56	18	16	162	199	24	23	38	19	19	12	5	1	18	95.00											100.00	3	258	287	49	42									270	303	65	65	636	703									8.85			20	100.00	30.00	36.00	34.00	3.25									56.00		30.00											0		31		16											2011						12	16	16	23																																			
2018	12	5072		30	83	0	0	27	42	0	0	43	85	0	0	0	0	0	0									99	0	99	0	0	68	0	0	0	0	100.00	0	100	210	0	0									100	210	0	0	310	310									20.00	84.00	28	25	0.00													75.00													16	128	0	0	0	0										2013			0	0	0					88	16	25	143	1	2	0	18	17	310																									
2018	12	5073		54	85	0	0	0	0	0	0	4	8	0	0	63	89	0	0									146	0		101	0	0	0	0	0	0		2	121	182	0	0									121	182	0	0	303	303									11.00	53.00	27	37																											27	120														2014										99	24	30	126	1	3	1	17	2	303																									
2018	12	5074																		20	9	11	1	0	5	6	55.00												25																											95.00	99.00	44	7														85.00													11	3	0	0	7											2011																																												
2018	12	5075																																					91																	317	317									68.00	30.00			0.00																											50																																																										
2018	12	5077		9	5	1	3	6	9	9	3	62	23	15	7	0	0	0	0	14	1	13					64.00	26	0	26		6			4			0.00	12	77	37	25	13									77	37	25	13	152	152									73.00	0.00	12	1														6.00	0.00													4	21		0											2011											1	150	1																															
2018	12	5079		19	29	0	0	8	8	0	0	39	87	0	0	56	165	0	0	34	0	34	15	4	1	20	59.00											100.00	16	122	289	0	0									130	333	0	0	411	463									11.00		41	60	56.00				3									73.00		19.00													61		3											2010						8	44	0	0																																			
2018	12	5085		42	138	1	7	19	34	0	3	147	330	21	28	70	144	3	5	129	0	129	75	0	0	75	58.00												58	278	646	25	43									295	704	38	90	992	1127									5.40		47	100														71.00															162		61											2011						17	58	13	47																																			
2018	12	5087		175	170	3	3	40	44	2	0	772	914	63	117	3	5	1	12																					990	1133	69	132									1010	1211	88	159	2324	2468										0.00				25.00	15.00	3.00										80.00														48	307	1	61																	20	78	19	27		2324								2324																									
2018	12	5097																																																						412	412									78.00	39.00	8	0	0.00													79.00													36	63																				14	17	10	10																																			
2018	12	5099																																																																																																																																																									
2018	12	5102		181	188	2	2	43	39	1	3	302	501	27	47	0	0	4	32	256	0	256	66	35	5	106	41.00											100.00	136	526	728	34	84									856	2114	74	239	1372	3283									15.00	62.00	30	20					2.91									62.00													0	1	301	0	667	103										2011			0	28	13	330	1386	40	155	41	263	328	532	7	17	6	37	141	1372		139	0	139	23	22	2	47	34.00	57	0	57	16	7	3	26	46.00	60	0	60	27	6	0	33	55.00
2018	12	5104		38	32	821	352	209	291	2764	1666	1241	1097	18009	9577	5	1	1138	669																			0.00	4930	1493	1421	22732	12264									1721	1648	27393	15658	37910	46420									84.00																	92.00													421	2145	5542	254	2977																	228	227	4661	3394	260	4657	6098	21211	246	780	380	1571	2707	37910																									
2018	12	5107																																																						33821	33821									55.00				0.00																																																																																					
2018	12	5108		103	166	47	66	0	0	0	0	102	244	117	250	0	0	0	0									289	0	289								0.00	6	205	410	164	316									205	410	164	316	1095	1095									15.00	0.00		3	0.00	0.00	0.00	0.00						0	0	0	0	100.00	0.00	0.00											20	232	17	0	0	0										2014										102	0	0	3	0	9	981	0	0	1095																									
2018	12	5111		649	1131	2	3	82	80	4	9	1916	3311	110	136	281	314	50	45	1535	0	1535	1162	43	11	1216	79.20											99.70	175	2928	4836	166	193									4117	6867	1192	1682	8123	13858									2.00	82.00	54	97					3.64									89.80													103	0	1734	73	1575											2011				370	73	1189	2031	1026	1489	586	1013	529	4213	7	534	3	330	218	7433		360	0	360	261	11	1	273	75.80	501	0	501	401	9	3	413	82.40	674	0	674	500	23	7	530	78.60
2018	12	5112		218	314	187	202	309	340	48	23	1680	1991	69	93	27	37	2	5	605	0	605	225	167	49	441	73.00												35	2234	2682	306	323									2337	2861	571	801	5545	6570									1.00			26														91.00													10		1050		346											2011					5	103	179	265	478																																			
2018	12	5113		241	230	0	0	10	7	0	0	677	671	0	0	0	0	0	0	461	1	460	412	17	9	438	95.00												17	928	908	0	0									928	908	0	0	1836	1836									1.00	86.00	48	58	34.00	100.00	94.00	83.00										96.00															483													2011										169	234	209	804	11	262	1	96	50	1836		88	0	88	72	7	5	84	95.00	50	0	50	42	4	0	46	92.00	323	1	322	298	6	4	308	96.00
2018	12	5114		125	100	1	2	23	28	1	6	74	100	13	37	1	0	20	17									155	0	155	1	1	50	48		32	22	88.20	58	223	228	35	62									223	228	35	62	548	548									10.60	11.80	19	7	77.20	30.30	8.30	2.20	2.45									41.20													6	111														2014										14	49	93	324	2	0	0	28	0	510																									
2018	12	5115		162	184	0	1	5	8	1	0	423	648	27	47	1	0	26	33	505	0	505	289	47	4	340	67.00											99.00	60	591	840	54	81									610	850	212	205	1566	1877									8.00	24.00	39	18	26.00	74.00	50.00	20.00	3.4							10		73.00														2	380		125											2011					6	19	10	158	124	29	34	145	1269	19	22	5	6	37	1566																									
2018	12	5116		210	469	1	1	52	72	4	24	532	1214	66	131	0	1	48	158	513	0	513	266	23	2	291	57.00											100.00	137	794	1756	119	314									987	1995	168	347	2983	3497									13.15	19.40	35	20	100.00	85.12	58.40	36.50	3.56							15		75.00															546		176											2011				3		193	239	49	33	36	103	186	2506	4	15	1	87	44	2982		175	0	175	82	10	1	93	53.10	114	0	114	52	3	0	55	48.20	224	0	224	132	10	1	143	63.80
2018	12	5120																																					12																											1.00			13					2.6										95.00																																																																							
2018	12	5121		137	136	5	3	30	40	7	4	425	538	42	43	6	32	110	146	366	0	366	121	59	21	201	54.92											98.93	118	598	746	164	196													1704	3348									14.00	64.00	51	67	53.38	69.44	41.67	18.89	3.59					20				86.78														3	376	0	292	26										2011			52		32					252	196	270	381	4	204	5	62	36	1410		110	0	110	33	15	6	54	49.09	68	0	68	23	13	5	41	60.29	188	0	188	65	31	10	106	56.38
2018	12	5122																																					355																	5422	5422									29.00	1.00																														278																																																										
2018	12	5123		667	753	7	4	47	96	1	0	1642	2052	309	299	45	75	1166	1635	1409	1	1408	352	120	43	515	36.58												448	2401	2976	1483	1938									2634	3521	1747	2515	8798	10417									11.40	3.00	37	25	91.90	74.20	30.80	13.50										66.90													78		1017	0	486											2011				24		233	545	264	577	206	3060	494	4602	44	129	12	243	8	8798		711	0	711						200	1	199						498	0	498					
2018	12	5125		95	137	1	2	21	48	20	20	189	321	116	153			3	2	373		373	95	26	4	125	34.00											99.00	65	305	506	140	177									433	605	191	239	1128	1468										27.00	32	0					2.78									65.00															252	0	156	2										2009						128	99	51	62	4	94	118	772	4	21	3	17	95	1128																									
2018	12	5126		640	606	432	456	663	656	1346	2052	567	665	1157	2306	10	8	707	1083									1640	3	1637	64	34	226	120	431				3918	1880	1935	3642	5897									1880	1935	3642	5897	13354	13354									35.00	1.00	28	87														63.30													693	1705														2013										208	1041	7755	2231	580	42	31	582	884	13354																									
2018	12	5127		319	339	148	189	0	0	0	0	706	1091	867	1726	324	607	1118	1440									783		783		7		113	308				2204	1349	2037	2133	3355									1349	2037	2133	3355	8874	8874																										54.00													87	1062	0	0	0	0										2013			0	0	0					27	286	467	4077	28	238	5	225	45	5398																									
2018	12	5128		77	115	76	123	11	29	23	69	118	248	225	670	44	90	257	483									170	0	170					61	34	27	0.00	132	250	482	581	1345									250	482	581	1345	2658	2658									33.00	1.00	5		17.00	10.00	5.00	2.00										58.00													181	228														2011										52	280	496	1623	9	45	5	53	95	2658																									
2018	12	5129		541	553	470	541	0	0	0	0	1282	1576	2579	4326	32	47	943	1235									970	0	970			104						5	1855	2176	3992	6102									1855	2176	3992	6102	14125	14125									37.35		10	1																											898	1732														2014										14	7539	2320	2867	46	512	30	691	106	14125																									
2018	12	5130		56	98	3	1	27	47	4	4	333	576	41	45	0	1	2	18	225	0	225	29	38	10	77	34.00												82	416	722	50	68									435	757	55	104	1256	1351									14.00	19.00		23														77.00														5	205		21											2010						19	35	5	36	23	1180	17	12	1	2	0	0	0	1235																									
2018	12	5133		0	0	0	0	3	17	8	13	0	0	0	0	0	0	0	0																					3	17	8	13									17	58	18	42	41	135									1.00	1.00	13	0																											0		41	17	152	15																14	41	10	29		3	5	32					1	38																									
2018	12	5134		0	0	0	0	0	0	0	0	24	29	32	77	28	2	24	34																					52	31	56	111													250	628									5.00	1.00	13	3																													66		271	9																				1	73	51	75	1	12	1	9	29	252																									
2018	12	5138																																					15	21	38	15	30													104	528									22.00	1.00	10	3																											1		59		87														10							9	25	4	48		3		3	12	104																									
2018	12	5139																																																						103	486									5.00		9	1																																																					8	3	42	0	4		3	42	103																									
2018	12	5142																																																						188	188																																								73																																																										
2018	12	5144		26	15	0	0	0	0	0	0	51	56	3	1	0	0	79	28	36	0	36	17	0	0	17	47.00												19	77	71	82	29									77	71	85	29	259	262									0.00	61.00	23	9														74.00													6	11	33		0											2011						0	0	3	0	6	1	2	139		2				150																									
2018	12	5145		1329	1973	2	2	449	364	8	5	5395	6497	352	515	28	36	30	32	2971	8	2963	1521	578	80	2179	73.50											99.90	1527	7201	8870	392	554									7555	9466	626	1164	17017	18811									7.00	8.00	47	83	88.00	91.00	57.00	19.00	4.2									88.80															3895	102	688	31										2011					13	354	596	234	610	138	987	610	14093	47	301	14	621	206	17017	X	832	5	827	384	173	32	589	71.20	617	3	614	328	116	17	461	75.10	1522	0	1522	809	289	31	1129	74.20
2018	12	5146		129	183	2	0	0	0	0	0	385	619	40	76	1	0	55	61	376	1	375	135	84	4	223	59.00											100.00	63	515	802	97	137									526	820	119	251	1551	1716									8.00	5.40	25	22					3.53									73.60														1	356		33											2011						11	18	22	114	35	97	54	1084	6	19	1	38	100	1434	X	149	0	149	40	37	1	78	52.00	106	0	106	44	20	1	65	61.00	121	1	120	51	27	2	80	67.00
2018	12	5147		15	86	0	0	0	0	0	0	70	482	0	0	0	0	0	0																92				96	85	568	0	0									85	568	0	0	653	653									29.00	3.00																													586	1																								0	373	48	158	45	6	4	9	10	653																									
2018	12	5148		11	57	0	0	0	0	0	0	82	415	6	28	0	0	0	0																97				84	93	472	6	28									93	472	6	28	599	599									39.00	2.00																													512	21																																																										
2018	12	5150		4	8	0	0	0	0	0	0	58	108	19	64	0	0	0	0																47				50	62	116	19	64									62	116	19	64	261	261									66.00	1.00																													25	155																								0	96	20	102	8	15	1	4	15	261																									
2018	12	5154		7	22	0	0	8	32	3	13	28	98	21	103	0	1	0	1	8	0	8	2	2	0	4	50.00											93.00	56	43	153	24	117									43	172	29	140	337	384									41.00	23.00	26	5	38.00	73.00	45.00	18.00	3.55									73.00													0	96	32		26											2009						0	19	5	23	14	13	19	232	1	12	6	7	31	335																									
2018	12	5155		242	175	281	312	0	0	0	0	598	662	3704	2435	82	126	1772	2032									439	0	439	25	22	67	58	67				981	922	963	5757	4779									922	963	5757	4779	12421	12421									44.00																														631	747														2013										132	1982	271	6386	42	356	24	385	2843	12421																									
2018	12	5160		4224	3598	25	27	612	355	72	48	16943	12902	2056	1319	89	91	40	26	7381	117	7264	3304	1027	271	4602	63.40											93.90	2897	21868	16946	2193	1420									25821	19701	3289	2353	42427	51164									10.60	25.10		116	64.80	89.80	64.40	33.80	3.54					119				87.00		17.00											850		9366	39	2958											2011					508	3953	2755	1096	933	5328	8726	1592	21126	466	3148	87	1740	214	42427		2508	43	2465	907	357	88	1352	54.80	1034	12	1022	431	126	34	591	57.80	3839	62	3777	1966	544	149	2659	70.40
2018	12	5161		176	344	0	2	28	34	3	4	1013	1482	212	265	0	1	42	24	303	5	298	131	36	5	172	57.70											95.20	603	1217	1861	257	295									1299	2057	298	409	3630	4063									23.90	13.80		30	77.80	93.60	65.80	31.50	3.47					1				88.00		18.00											31		858	5	144											2011					17	82	196	41	114	212	1164	181	1663	54	189	11	135	21	3630		173	3	170	67	20	2	89	52.40	34	0	34	15	5	2	22	64.70	96	2	94	49	11	1	61	64.90
2018	12	5162		307	375	448	580	22	12	33	44	606	720	1280	1992	84	95	390	569									782	0	782			126		101				3	1019	1202	2151	3185									1019	1202	2151	3185	7557	7557									62.00	3.00	32	29															21.00												1249	965														2014										143	5460	178	1192	83	69	30	123	279	7557																									
2018	12	5163																																					46	332	163	65	66									332	163	65	66	626	626									32.00	17.00	29	1		30.00	25.00	3.00	2.6									34.00														30	15																																																									
2018	12	5164		106	84	0	0	26	10	0	1	230	196	4	7	0	0	3	5	156	0	156	75	7	0	82	53.00											100.00	44	362	290	7	13									362	290	7	13	672	672									2.00	32.00			76.00	82.00	49.00	27.00	3.57									61.50															112													2011										24	55	46	467	12	17	0	0	43	664		76	0	76	33	3	0	36	47.00	35	0	35	16	0	0	16	46.00	45	0	45	26	4	0	30	67.00
2018	12	5167		709	833	18	17	267	205	59	65	2187	3021	583	945	30	43	259	351	1650	5	1645	349	222	67	638	39.00											94.00	897	3193	4102	919	1378									3531	4500	1915	3464	9592	13410									19.30	10.70	41	50	52.00	74.00	49.00	27.00	3.51									76.00		19.00												382	1766	15	1251	321										2009				31	12	338	398	996	2086	503	246	1272	7197	34	77	8	189	66	9592																									
2018	12	5168		470	479	32	66	58	105	43	80	504	949	301	576	14	22	404	388									742	0	742					138	0	0	90.00	286	1046	1555	780	1110									1046	1555	780	1110	4491	4491									32.00	1.00	20						2.75						2	1	20	64.00													627	576																																																										
2018	12	5169		877	880	32	57	267	295	53	105	2064	2315	464	838	12	19	1176	1327	1495	4	1491	401	158	47	606	41.00											97.13	411	3220	3509	1725	2327									3310	3587	1963	2970	10781	11830									23.00	4.00	40	38	87.00	66.00	36.00	14.00	3.27									71.51													751	484	1313		284	3										2011					8	90	78	238	643	336	566	693	6201	63	103	2	283	0	8247		781	2	779	153	67	27	247	32.00	92	0	92	10	9	4	23	25.00	622	2	620	238	82	16	336	54.00
2018	12	5170																		48	0	48	7	2	2	11	23.00										0		19	80	65	10	9									88	69	12	10	164	179									20.00	6.00	5	1														35.00		5.00													32		10											2011						8	4	2	1	1	28	40	89	2	1	1	0	2	164																									
2018	12	5173		277	469	29	65	149	312	98	233	1094	2204	447	866	2	6	9	21	1067	0	1067	136	155	47	338	32.00											93.00	569	1522	2991	583	1185									1617	3218	677	1529	6281	7041									28.90	12.80	43	67					3.21									65.00													6	121	995	41	244											2011				32		95	227	94	344	112	523	1645	3403	22	217	17	332	10	6281		485	0	485	45	69	26	140	28.90	172	0	172	21	25	2	48	27.90	410	0	410	70	61	19	150	36.60
2018	12	5174		20	27	0	0	4	9	0	0	32	61	2	4	0	0	3	2																				25	56	97	5	6									56	97	6	6	164	165									8.00	24.00	12	2					3.1									81.00															33		3																																																							
2018	12	5175		87	136	0	0	112	129	8	5	562	664	139	132	13	14	3	1	149	4	145	35	49	14	98	68.00			0									172	774	943	150	138									874	1049	178	150	2005	2251									29.00	32.00		51														80.00															400		67											2011						100	106	28	12	637	247	26	326	5	663	7	81	13	2005		56	0	56	15	22	4	41	73.00	29	0	29	9	8	1	18	62.00	64	4	60	11	19	9	39	65.00
2018	12	5177																																																																																																																																																									
2018	12	5178																																																																																																																																																									
2018	12	5181																																																																																																																																																									
2018	12	5184																																																																																																																																																									
2018	12	5186																																																																																																																																																									
2018	12	5187																									33.00											98.00	69																	567	612									22.00	42.00	32	13					3.25					15	5	12	31	97.00													2		116	3	4											2011										13	108	12	285	3	100	4	17	25	567																									
2018	12	5188																																																																																																																																																									
2018	12	5189		131	187	0	0	0	2	0	0	390	607	110	165	0	6	51	68	308	0	308				212	68.80											100.00	47	521	802	161	233									533	830	243	367	1717	1973									2.78	46.70	41	35	51.00	84.00	59.00	28.00	3.65									84.60		22.00												4	293		82											2011						12	28	82	134	62	91	64	1247	9	28	3	41	45	1590		103	0	103				60	58.20	85	0	85				58	68.20	120	0	120				94	78.30
2018	12	5192																																					1638																	7542	7542									43.00	1.00																														556																																																										
2018	12	5193		264	356	1	2	67	80	8	8	1283	1212	131	147	96	56	572	253	688		688	345	77	5	427	62.00											96.80	163	1710	1704	712	410									2167	2340	1078	994	4536	6579									12.00	7.00	31	19					3.42									79.60														3	594		561											2011				20	5	457	636	366	584	80	108	464	2710	17	20	3	67	90	3559																									
2018	12	5194																																					113																	4419	4419									37.00	9.00																														336																																																										
2018	12	5196		146	76	242	46	79	48	111	74	153	150	251	282	0	0	135	152									228				50		46	22				312	378	274	739	554									378	274	739	554	1945	1945									49.00	8.00																68.00													208	193														2013										0	245	309	1224	5	57	0	58	47	1945																									
2018	12	5200		209	283	0	0	7	6	1	0	599	821	2	1	0	0	4	7	607	0	607	415	13	3	431	71.00											97.60	28	815	1110	7	8									860	1209	62	203	1940	2334									0.50	35.00	29	21	47.00	80.00	41.00	12.00	3.34									82.40		22.00													404	3	172	23										2011						45	99	55	195	43	137	104	1481	1	49	3	41	70	1929		139	0	139	94	3	0	97	69.80	265	0	265	174	6	2	182	68.70	203	0	203	147	4	1	152	74.90
2018	12	5201																																					0																	33	33									91.00																	100.00														9																																																										
2018	12	5203		0	2	0	0	2	9	0	0	5	23	0	0	2	19	55	7									15	0	15	1	1	5	5	0	0	0	70.00	3	9	53	55	7									9	53	55	7	124	124									45.00	1.00	2		0.00	0.00	0.00	0.00	2.6										24.00												67	21														2012										0	1	29	93		1				124																									
2018	12	5205																																						0	0	12097	23801									0	0	13296	27039	35898	40335									69.80		42	87																											152		899	209	696	9															7	0	0	1199	3238																																			
2018	12	5207		123	112	204	262	0	0	0	0	317	405	724	1549	34	45	145	290									337	0	337		58		37						474	562	1073	2101									474	562	1073	2101	4210	4210										0.40																63.00													1502	321														2013										0	274	739	2360	3	99	4	16	201	3696																									
2018	12	5208		0	0	0	0	0	0	0	0	369	839	544	1050	2	0	57	108																				623	371	839	601	1158									372	840	620	1169	2969	3001									64.00	4.00	18	2																													784																			1	1	19	11	0	75	352	2169	44	24	3	54	81	2802																									
2018	12	5209		179	87	9	3	0	0	0	0	337	357	59	95	56	103	244	397	131	0	131	16	18	1	35	27.00											99.00	161	572	547	312	495									587	556	312	497	1926	1952									25.00	18.00	30	18	41.00	60.00	27.00	12.00	3.14									52.00														66	205													2011						15	9	0	2	31	113	623	906	5	25	4	109	110	1926		73	0	73	13	10	1	24	33.00	30	0	30	1	6	0	7	23.00	28	0	28	2	2	0	4	14.00
2018	12	5211																																					282																	2241	2241									40.00	22.00		0	0.00													56.00														226																																																										
2018	12	5212		199	711	2	2	61	122	4	5	605	1489	38	64	0	0	0	0	820	0	820	215	98	13	326	40.00											99.00	192	865	2322	44	71									996	2650	132	214	3302	3992									5.00	64.00	43	10	58.00	70.00	28.00	12.00	3.24									70.00															430		244	1										2011					43	131	328	88	143	194	4	2813	3	4	2	0	0	282	3302		363	0	363	156	63	5	224	62.00	81	0	81	32	14	4	50	62.00	376	0	376	27	21	4	52	14.00
