DATASET_YR	REPRJ_ID	INUN_ID	ADMS	COUNSEL	SAT1_VERB_200_P	SAT1_VERB_300_P	SAT1_VERB_400_P	SAT1_VERB_500_P	SAT1_VERB_600_P	SAT1_VERB_700_P	SAT1_MATH_200_P	SAT1_MATH_300_P	SAT1_MATH_400_P	SAT1_MATH_500_P	SAT1_MATH_600_P	SAT1_MATH_700_P	ACT_1_P	ACT_2_P	ACT_3_P	ACT_4_P	ACT_5_P	ACT_6_P	SAT1_VERB_MEAN	SAT1_MATH_MEAN	ACT_MEAN	SAT1_VERB_670_800_P	SAT1_MATH_600_800_P	SUBMIT_P	SUBMIT_SAT1_P	SUBMIT_ACT_P	PLACE_ONLY	ADMS_PLACE	ADMS_COUNSEL	SAT1_VERB_25TH_P	SAT1_VERB_75TH_P	SAT1_MATH_25TH_P	SAT1_MATH_75TH_P	ACT_COMP_25TH_P	ACT_COMP_75TH_P	ACT_WRITING	SAT_NEW	SAT1_WRITING_200_P	SAT1_WRITING_300_P	SAT1_WRITING_400_P	SAT1_WRITING_500_P	SAT1_WRITING_600_P	SAT1_WRITING_700_P	SAT1_WRITING_25TH_P	SAT1_WRITING_75TH_P	SAT1_WRITING_MEAN	ESSAY_ADMIS_ACT	ESSAY_ADMIS_SAT	ESSAY_ADVISING_ACT	ESSAY_ADVISING_SAT	ESSAY_AP_SUBST_ACT	ESSAY_AP_SUBST_SAT	ESSAY_AP_VALID_ACT	ESSAY_AP_VALID_SAT	ESSAY_NO_ACT	ESSAY_NO_SAT	ESSAY_NO_POLICY_ACT	ESSAY_NO_POLICY_SAT	ESSAY_PLACE_ACT	ESSAY_PLACE_SAT	ADMS_OPTIONAL	SAT_ESSAY
2018	12	9555	Y		0.00	0.00	6.00	47.00	39.00	8.00	0.00	0.00	7.00	53.00	36.00	4.00	0.00	0.00	5.00	24.00	44.00	27.00			25				55.00	15.00								22.00	27.00	ACTB																					X	X			X	SATB
2018	12	9556	Y		0.00	0.00	1.57	10.37	54.60	33.46	0.00	0.00	2.54	14.09	36.99	46.38	0.00	0.00	0.27	5.91	32.55	61.27							38.00	54.00				630.00	710.00	630.00	730.00	28.00	32.00	ACTB																			X	X						SATB
2018	12	9557																																																																
2018	12	9558	N																																																															
2018	12	9559	Y		0.00	3.00	39.00	50.00	5.00	3.00	0.00	5.00	34.00	48.00	13.00	0.00	0.00	0.00	18.00	64.00	18.00	0.00	520	510	21				28.00	72.00				470.00	560.00	460.00	550.00	18.00	22.00	ACTB																			X	X						SATB
2018	12	9562	N																																																															
2018	12	9563	Y														0.80	7.69	24.70	40.49	19.84	6.48							64.00	57.00								20.00	27.00	ACTB																			X	X						
2018	12	9564	N																																																															
2018	12	9565	Y														0.00	0.00	7.00	50.00	36.00	7.00			23				21.00	91.00				970.00		480.00	580.00	20.00	26.00	ACTB																					X	X				
2018	12	9566	N																																																															
2018	12	9567	N																																																															
2018	12	9569	Y		0.00	6.25	41.67	37.50	14.58	0.00	0.00	6.25	37.50	52.08	4.17	0.00	0.00	0.00	46.15	51.28	2.56	0.00							71.00	44.00				450.00	570.00	430.00	530.00	15.00	20.00	ACTB																					X	X				SATB
2018	12	9571	Y														0.00	2.00	44.00	48.00	6.00	0.00			18				65.00	57.00								14.00	23.00																											
2018	12	9572	N																																																															
2018	12	9573	Y														0.00	0.00	5.00	37.00	45.00	13.00							53.00	54.00								21.00	28.00	ACTB																					X	X				SATB
2018	12	9574	Y		0.00	5.26	26.32	47.37	18.42	2.63	0.00	0.00	31.58	42.11	23.68	2.63	0.00	0.00	5.88	47.30	36.52	10.29	517	541	24				8.00	90.00				470.00	563.00	478.00	603.00	21.00	27.00	ACTB																					X	X				SATB
2018	12	9577	Y														0.00	0.00	15.00	51.00	32.00	2.00			22					88.00								19.00	25.00	ACTB																			X	X						
2018	12	9578	Y		0.00	0.00	3.93	34.27	56.18	5.62	0.00	0.00	4.53	49.15	34.46	11.86	0.00	0.00	0.00	26.60	58.51	14.89	610	600	26				52.00	28.00				570.00	650.00	550.00	640.00	23.00	28.00	ACTB																			X	X					X	SATB
2018	12	9579	Y		0.00	0.00	0.00	1.00	44.00	55.00							0.00	0.00	0.00	0.00	10.00	90.00	705	705	32				35.00	65.00				680.00	740.00	670.00	750.00	31.00	33.00	ACTB																			X	X						SATB
2018	12	9581	Y		0.00	0.35	7.02	36.84	40.00	15.79	0.00	1.40	10.53	45.61	35.09	7.37	0.00	0.00	3.48	26.09	50.46	20.00	600	580					77.00	31.00				550.00	670.00	540.00	630.00	23.00	29.00	ACTB																	X			X					X	SATC
2018	12	9582	N																																																															
2018	12	9585	Y		0.00	0.80	16.20	48.80	30.00	4.20	0.00	1.30	15.60	51.40	27.40	4.30	0.00	0.00	8.00	44.80	38.60	8.70							81.00	31.00				520.00	620.00	510.00	610.00	20.00	26.00	ACTB																					X	X				SATB
2018	12	9586	N																																																															
2018	12	9588	Y		0.00	0.00	0.00	0.00	15.00	85.00	0.00	0.00	0.00	0.00	8.00	92.00	0.00	0.00	0.00	0.00	6.00	94.00	741	764	33				22.00	81.00				720.00	770.00	750.00	800.00	32.00	34.00	ACTB																										SATB
2018	12	9589	Y																																																															
2018	12	9591	Y														0.00	0.00	21.00	59.00	20.00	0.00			22				20.00	80.00								18.00	23.00	ACTB																			X	X						SATB
2018	12	9593	N																																																												X			
2018	12	9594	N																																																															
2018	12	9596	Y		1.00	5.00	54.00	30.00	9.00	1.00	0.00	7.00	40.00	43.00	9.00	1.00	0.00	2.00	31.00	43.00	21.00	3.00	493	501	20				45.00	70.00				437.50	550.00	450.00	550.00	17.00	23.00	ACTB																					X	X				
2018	12	9597	Y																																					ACTB																			X	X					X	
2018	12	9598	N																																																															
2018	12	9599	Y																										79.00	22.00										ACTB																							X	X		SATB
2018	12	9600	N																																																															
2018	12	9601	Y		0.00	0.90	20.10	45.60	30.10	3.40	0.00	0.90	22.60	50.90	21.40	4.30	0.00	0.00	4.30	37.60	42.60	15.50	560	549	25				80.00	38.00				500.00	610.00	500.00	600.00	21.00	28.00	ACTB																			X	X						SATB
2018	12	9602	N																																																															
2018	12	9603	Y														0.00	0.00	27.00	66.00	7.00	0.00							58.00	67.00				460.00	555.00	455.00	540.00	17.00	21.00	ACTB																					X	X				SATB
2018	12	9604	Y		0.00	0.00	0.00	5.00	38.00	57.00	0.00	0.00	0.00	0.00	7.00	93.00	0.00	0.00	0.00	0.00	4.00	96.00	700	760	32				81.00	42.00				680.00	750.00	760.00	790.00	30.00	34.00	ACTC											X	X														SATC
2018	12	9605	Y														0.00	1.00	23.00	49.00	23.00	4.00			21				0.00	86.00								18.00	24.00	ACTB																			X	X						SATB
2018	12	9606	Y														0.00	0.00	5.00	44.00	41.00	10.00							6.00	91.00								21.00	26.00	ACTB																					X	X				SATB
2018	12	9608	Y		0.00	0.00	0.00	3.23	25.40	71.37	0.00	0.00	0.40	2.82	36.29	60.48	0.00	0.00	0.00	0.29	20.00	79.71	720	717	31				52.00	61.00				690.00	760.00	670.00	770.00	30.00	33.00	ACTW																			X	X						SATB
2018	12	9609	Y				50.00	47.00	2.90				52.00	47.00			0.00	0.00	33.00	33.00	22.00	11.00							24.00	7.00				870.00				17.00	27.00	ACTB																			X	X					X	SATB
2018	12	9610	N																																																															
2018	12	9612	Y		0.00	0.00	12.00	49.00	34.00	5.00	0.00	0.00	5.00	45.00	42.00	8.00	0.00	0.00	5.00	38.00	43.00	15.00	576	599	25				90.00	22.00				530.00	620.00	550.00	650.00	22.00	28.00	ACTB																			X	X					X	SATB
2018	12	9614	Y														0.00	0.00	10.00	51.00	36.00	3.00			22				78.00	59.00								19.00	26.00	ACTB											X	X														SATB
2018	12	9615	Y		0.00	0.00	0.00	8.00	34.90	57.10	0.00	0.00	0.50	10.40	36.50	52.60	0.00	0.00	0.00	4.40	23.70	71.90							49.00	57.00				660.00	740.00	640.00	760.00	29.00	33.00	ACTB																			X	X					X	SATB
2018	12	9617	Y																										89.00	9.00								16.00	23.00																											
2018	12	9620	Y														0.00	0.00	14.00	51.00	33.00	2.00			22				2.00	84.00								19.00	25.00	ACTB																			X	X						
2018	12	9622	Y																																																															
2018	12	9623	N																																																															
2018	12	9624	Y		0.00	1.00	11.00	57.00	29.00	3.00	0.00	0.00	15.00	58.00	25.00	2.00	0.00	0.00	3.49	47.31	43.55	5.65	564	553	24				86.00	14.00				520.00	600.00	470.00	570.00	21.00	26.00	ACTB																							X	X		SATB
2018	12	9626																																																																
2018	12	9628	Y		0.00	1.00	12.00	41.00	37.00	9.00	0.00	1.00	20.00	54.00	18.00	7.00	0.00	0.00	3.00	48.00	43.00	6.00			24				77.00	40.00				530.00	630.00	510.00	600.00	21.00	26.00	ACTC													X	X												SATC
2018	12	9630	Y														0.00	0.00	2.56	63.34	30.04	4.06			23				50.00	59.00								20.00	25.00	ACTW											X	X														SATW
2018	12	9631	Y		0.00	1.00	20.00	56.00	21.00	2.00	0.00	1.00	27.00	58.00	13.00	1.00							551	530					72.00					500.00	590.00	490.00	590.00			ACTB																							X	X		SATB
2018	12	9633	N																						20				0.00	11.00								18.00	22.00	ACTB																			X	X						
2018	12	9635	Y														0.00	0.00	20.60	59.00	16.30	4.10			21					96.00								18.00	23.00	ACTB																					X	X				SATB
2018	12	9637	Y														0.00	1.00	25.00	62.00	11.00	1.00																		ACTB																					X					
2018	12	9638	Y		0.00	1.40	23.40	48.20	24.80	2.30	0.00	3.70	27.50	50.90	15.60	2.30	0.00	0.03	14.60	42.30	33.30	9.80	547	530	23				7.00	96.10				500.00	600.00	470.00	580.00	19.00	27.00	ACTB																			X	X						SATB
2018	12	9639	Y		0.00	0.00	9.00	51.00	33.00	7.00	0.00	0.00	16.00	52.00	27.00	5.00	0.00	0.00	0.00	48.00	35.00	17.00	584	565	25				64.00	29.00				540.00	620.00	520.00	610.00	21.00	28.00	ACTB																			X	X						SATB
2018	12	9640	Y		0.00	0.80	25.60	46.70	23.70	3.10	0.10	2.50	29.90	47.10	17.20	3.30	0.00	0.00	9.50	48.20	36.00	6.20	548	532	23				69.30	44.90				490.00	600.00	470.00	590.00	20.00	26.00	ACTB																			X	X						SATB
2018	12	9641	Y		0.00	0.00	26.00	56.00	15.00	3.00	3.00	3.00	21.00	68.00	5.00	0.00	0.00	1.00	41.00	45.00	12.00	1.00			19				14.00	84.00				480.00	590.00	490.00	550.00	16.00	22.00	ACTW																							X	X		SATC
2018	12	9642	N																																																															
2018	12	9643	N																																																															
2018	12	9644	Y		0.00	1.60	27.10	60.20	10.10	1.00	0.00	1.50	20.40	49.50	26.50	2.10	0.00	0.00	0.90	39.10	51.30	8.70	525	550	24				80.00	15.00								21.00	27.00	ACTB																			X	X						SATB
2018	12	9645															0.00	2.00	49.00	43.00	5.00	1.00																																												
2018	12	9646	N																											100.00																																				
2018	12	9647	N																																																															
2018	12	9648	N																																																															
2018	12	9649	Y		0.00	7.00	18.00	49.00	22.00	4.00	0.00	5.00	17.00	49.00	28.00	1.00	0.00	0.00	8.00	54.00	33.00	5.00							19.00	87.00				500.00	590.00	500.00	590.00	20.00	25.00	ACTB																			X	X	X	X				SATB
2018	12	9655	N																																																															
2018	12	9657	Y														0.00	0.00	3.00	31.00	52.00	14.00	600	580	25				82.00	31.00				550.00	650.00	530.00	630.00	23.00	28.00	ACTB																			X	X						SATB
2018	12	9658	Y																											100.00																																				
2018	12	9659	N																																																															
2018	12	9660	Y		0.00	1.80	23.50	56.20	17.90	0.60	0.00	2.60	27.80	55.70	13.20	0.80	0.00	0.00	5.90	60.30	27.90	5.90	536	526	22				92.20	6.70				490.00	580.00	480.00	570.00	20.00	25.00	ACTB																			X	X						SATB
2018	12	9661	Y								0.10	4.90	62.00	28.70	4.10	0.20	0.00	0.00	13.10	71.20	14.90	0.80		476	20				69.00	54.00						430.00	510.00	18.00	22.00	ACTB																							X	X		SATB
2018	12	9662	N																																																															
2018	12	9663	Y														0.00	0.00	22.51	46.86	26.18	4.45							8.00	92.00								18.00	24.00																				X	X	X	X				
2018	12	9664	N																																																															
2018	12	9667	Y														0.00	0.00	16.00	39.00	41.00	4.00			23				14.00	77.00								21.00	26.00	ACTB																					X	X				
2018	12	9668	Y		0.00	1.20	21.60	41.30	32.10	3.60	0.00	3.70	23.30	48.10	21.30	3.40	0.00	0.00	11.20	35.30	43.60	9.70	558	543	23				87.00	39.00				500.00	620.00	440.00	580.00	19.00	27.00	ACTB																			X	X						SATB
2018	12	9669	Y		0.00	0.00	14.00	33.00	44.00	9.00	0.00	0.00	10.00	51.00	33.00	6.00	0.00	0.00	3.00	47.00	37.00	13.00	590	581	25				26.00	78.00				530.00	640.00	530.00	628.00	21.00	28.00	ACTC																			X	X						SATC
2018	12	9672	Y														0.00	0.00	1.00	29.00	45.00	25.00			26				251.00	194.00								23.00	29.00	ACTB											X	X	X	X									X	X		SATB
2018	12	9673	N																																																															
2018	12	9675	N																										0.00	100.00																																				
2018	12	9677																																																																
2018	12	9678	Y		0.00	2.12	24.25	52.39	18.94	2.30	0.00	2.65	26.03	51.68	18.05	1.59	0.00	0.11	15.00	62.73	20.11	2.05	538	532	21				45.00	71.00				490.00	590.00	490.00	580.00	19.00	23.00	ACTB																					X	X				SATB
2018	12	9679	N																																																															
2018	12	9681	N																																																															
2018	12	9683	N																																																															
2018	12	9685	N																																																															
2018	12	9688	Y																																																								X	X						
2018	12	9689	Y																																																								X	X						
2018	12	9692	Y														0.00	0.00	28.72	51.90	18.34	1.04			21				12.50	82.30				490.00	590.00	460.00	590.00	21.00	27.00	ACTW																			X	X						SATW
2018	12	9693	Y																																					ACTB																					X	X				
2018	12	9695	Y														0.00	0.00	30.10	56.11	13.17	0.60	483	449	20				7.80	92.20				420.00	540.00	380.00	510.00	17.00	22.00	ACTB																			X	X						SATB
2018	12	9696	Y															0.03	8.41	48.32	36.56	6.69			24				31.00	64.00				510.00	610.00	510.00	600.00	21.00	27.00	ACTW																			X	X						SATW
2018	12	9697	N														0.00	1.00	39.00	41.00	18.00	1.00			19				32.00	48.00								16.00	23.00																											
2018	12	9698	Y		0.00	4.72	33.07	40.16	21.26	0.79	0.00	3.94	22.05	58.27	14.17	1.58	0.00	0.00	13.64	48.48	31.82	6.06	555	530	22				35.00	72.00				470.00	590.00	485.00	580.00	19.00	25.00	ACTB																							X	X		SATB
2018	12	9699	N																										35.00	65.00																																				
2018	12	9700	N																																																															
2018	12	9701	Y		0.00	0.00	1.10	8.90	47.80	42.20	0.00	0.00	3.30	19.60	52.60	24.50	0.00	0.00	0.30	7.10	44.90	47.70	675	648	29				47.00	68.00				630.00	720.00	600.00	690.00	27.00	32.00	ACTB																	X	X					X	X		SATB
2018	12	9702	Y		0.00	0.00	3.80	21.70	56.10	18.40	0.00	0.00	4.30	35.80	44.30	15.60	0.00	0.00	0.00	9.60	53.40	37.00	631	616	28				42.00	15.00				590.00	680.00	560.00	670.00	26.00	30.00	ACTB																			X	X					X	SATB
2018	12	9703	Y														0.00	0.00	15.48	59.52	22.02	2.98			21				26.00	76.00								17.00	23.00	ACTB																					X			X		SATB
2018	12	9706	Y		0.00	0.00	1.00	13.00	43.00	43.00	0.00	0.00	2.00	17.00	40.00	41.00	0.00	0.00	0.00	5.00	35.00	60.00							48.00	50.00				510.00	690.00	510.00	680.00	26.00	31.00	ACTB											X	X													X	SATB
2018	12	9707	Y		0.00	2.00	17.00	46.00	31.00	4.00	0.00	3.00	20.00	50.00	25.00	2.00	0.00	0.00	8.00	46.00	39.00	7.00			23				72.00	40.00				510.00	620.00	500.00	600.00	21.00	27.00	ACTB																					X	X			X	SATB
2018	12	9709	Y		0.00	0.00	8.36	34.54	44.84	12.26	0.00	1.11	10.03	40.95	39.27	8.64	0.00	0.00	6.08	25.97	44.75	23.20	606	590	26				71.00	36.00				550.00	660.00	540.00	650.00	23.00	29.00	ACTB																			X	X					X	SATB
2018	12	9710	Y		0.00	0.00	21.20	45.50	25.80	7.60	0.00	1.30	18.80	42.50	27.50	10.00	0.00	0.00	8.10	45.80	35.90	10.20			23				5.00	91.00				500.00	622.00	500.00	657.00	20.00	27.00	ACTB																					X	X				SATB
2018	12	9712	Y		0.00	0.00	20.00	58.00	19.00	3.00	0.00	0.00	20.00	57.00	20.00	3.00	0.00	0.00	7.00	53.00	35.00	5.00							92.00	20.00				510.00	590.00	510.00	590.00	20.00	25.00	ACTB																			X	X						SATB
2018	12	9715	Y																																					ACTC																					X	X				
2018	12	9717	Y														0.00	0.00	100.00	0.00	0.00	0.00			16				80.00	20.00																																				
2018	12	9718	Y																																					ACTB																										
2018	12	9719	Y		0.00	1.00	13.00	53.00	31.00	2.00	0.00	1.00	14.00	53.00	27.00	4.00	0.00	0.00	9.00	38.00	46.00	7.00	564	564					89.00	22.00				520.00	610.00	520.00	610.00	21.00	26.00																											
2018	12	9720	N																																																															
2018	12	9721	Y		0.00	0.00	4.60	29.12	50.19	16.09	0.00	0.77	6.90	41.00	44.06	7.28	0.00	0.00	2.59	12.44	49.74	35.23	624	597	27				59.00	44.00				420.00	680.00	350.00	660.00	26.00	31.00	ACTC											X	X													X	SATC
2018	12	9722	Y																										20.00	80.00								21.00	28.00																											
2018	12	9723	Y		0.00	0.00	29.00	50.00	14.00	7.00	0.00	0.00	14.00	50.00	36.00	0.00	0.00	0.00	2.00	30.00	52.00	16.00	548	572	25				4.00	93.00								23.00	28.00	ACTC													X	X			X	X							X	SATC
2018	12	9725	Y		0.00	3.30	35.60	46.10	14.20	0.70	0.00	4.10	36.00	47.70	11.50	0.70	0.00	0.00	24.10	46.50	27.10	2.40							93.00	13.00				470.00	570.00	460.00	550.00	18.00	24.00	ACTB																				X						SATB
2018	12	9726															0.00	0.00	41.00	52.00	7.00	0.00	450	470	19				14.00	70.00				420.00	500.00	430.00	520.00	16.00	21.00	ACTB																			X	X						SATB
2018	12	9727	N																																																															
2018	12	9728	N																																																															
2018	12	9729	Y		0.00	0.00	0.00	1.00	21.00	78.00	0.00	0.00	0.00	4.00	24.00	73.00	0.00	0.00	0.00	0.00	13.00	87.00	735	733	33				59.00	60.00				710.00	780.00	690.00	790.00	31.00	35.00	ACTB																			X	X						SATB
2018	12	9731	Y																																																															
2018	12	9732	Y																																																								X	X						
2018	12	9734	Y								0.00	0.00	30.00	50.00	20.00	0.00	0.00	0.00	11.00	46.00	35.00	8.00			23				11.00	93.00						487.00	580.00	20.00	26.00	ACTB													X	X												SATB
2018	12	9736																																																																
2018	12	9737	N																																																															
2018	12	9738	Y														0.00	0.00	15.52	62.45	20.22	1.81							17.00	87.00								18.00	23.00	ACTB																										
2018	12	9739	Y														0.00	0.00	0.00	66.70	33.30	0.00			22				79.70	12.20								19.00	24.00	ACTB																			X	X						
2018	12	9740	N																																																															
2018	12	9742	Y														0.00	0.00	6.00	57.00	31.00	6.00			22				68.00	66.00								20.00	25.00	ACTB																			X	X						SATB
2018	12	9743	N																																																															
2018	12	9745	Y														0.00	0.00	3.20	59.70	34.10	3.00							1.00	99.00								20.00	25.00	ACTB																			X	X						SATB
2018	12	9747	Y														0.00	0.62	56.62	39.62	3.14	0.00			17				95.00	20.00									19.00																											
2018	12	9748	Y		0.00	0.80	22.10	45.70	27.00	4.50	0.00	3.10	28.40	50.90	15.60	2.10	0.00	0.00	12.70	50.70	31.80	4.90	556	531	22				28.00	72.00				500.00	620.00	480.00	580.00	19.00	25.00	ACTB																					X	X				SATB
2018	12	9754	Y		0.00	0.00	13.00	46.00	38.00	4.00	0.00	0.00	33.00	29.00	29.00	8.00	0.00	0.00	6.00	50.00	35.00	9.00	582	564	23				10.00	94.00				518.00	635.00	490.00	643.00	20.00	26.00	ACTB																			X	X						SATB
2018	12	9755																																																																
2018	12	9758	Y		0.00	1.00	11.00	38.00	36.00	14.00	0.00	1.00	19.00	35.00	35.00	10.00	0.00	0.00	3.00	36.00	47.00	14.00	593	575	25				14.00	50.00				540.00	650.00	510.00	575.00	22.00	28.00	ACTB																			X	X	X	X				SATB
2018	12	9759	Y		0.00	0.00	6.00	38.00	46.00	10.00	0.00	0.00	6.00	29.00	51.00	14.00	0.00	0.00	2.00	27.00	54.00	17.00							41.00	59.00				570.00	660.00	550.00	650.00	24.00	30.00	ACTB																			X	X					X	SATB
2018	12	9760	N														0.00	0.00	18.52	37.04	33.33	11.11							59.00	20.00								19.00	28.00	ACTB																					X	X				SATB
2018	12	9766	Y		0.00	0.00	0.70	13.70	55.10	30.50	0.00	0.00	0.00	6.00	44.90	49.10	0.00	0.00	0.00	2.40	36.93	60.67							77.00	37.00				620.00	710.00	660.00	730.00	28.00	32.00	ACTB																			X	X					X	SATB
2018	12	9767	Y		0.00	1.80	23.60	53.90	19.90	0.80	0.10	2.20	23.90	56.30	16.60	0.80	0.00	0.00	10.40	47.90	41.70	0.00							93.00	5.00				490.00	590.00	490.00	580.00	20.00	25.00	ACTB																					X	X			X	SATB
2018	12	9772																																																																
2018	12	9774	Y		0.00	3.00	24.00	32.00	34.00	7.00	0.00	3.00	23.00	39.00	29.00	6.00	0.00	0.00	18.00	44.00	31.00	7.00							10.00	93.00				490.00	640.00	490.00	630.00	19.00	25.00	ACTB																			X	X						SATB
2018	12	9776	Y		0.00	0.00	38.00	54.00	8.00	0.00	0.00	8.00	61.00	23.00	8.00	0.00	0.00	0.00	20.00	59.00	20.00	1.00							5.00	88.00				480.00	530.00	450.00	500.00	18.00	23.00	ACTB																			X	X						SATB
2018	12	9781	N																																																															
2018	12	9782	Y														0.00	0.00	0.70	35.01	52.86	11.43			25				41.00	83.00								22.00	27.00	ACTB																					X	X				
2018	12	9783	Y		0.00	0.00	25.30	50.00	20.50	4.20	0.00	5.80	28.10	47.60	15.30	3.20	0.00	0.00	7.30	56.10	32.20	4.40							27.00	82.00				493.00	590.00	470.00	590.00	20.00	25.00														X	X									X	X		SATB
2018	12	9784																																																																
2018	12	9785	Y																										68.00	47.00								32.00	35.00	ACTW											X	X					X	X								SATW
2018	12	9787	N																																																															
2018	12	9788	N																																																															
2018	12	9792	N																																																															
2018	12	9793	N																																																															
2018	12	9794	N																																																															
2018	12	9795	N																																																															
2018	12	9796	N																																																															
2018	12	9798	N																																																															
2018	12	9800	N																																																															
2018	12	9801	N																																																															
2018	12	9802	N																																																															
2018	12	9803	N																																																															
2018	12	9805	Y														0.00	0.00	0.00	23.00	54.00	23.00							54.00	48.00								24.00	29.00	ACTB																			X							SATB
2018	12	9807	Y														0.00	0.00	26.00	40.00	27.00	7.00			22				8.00	87.00								15.00	24.00	ACTB																					X	X				
2018	12	9808	Y		0.00	0.87	21.98	52.99	21.76	2.39	0.00	1.42	22.52	50.05	23.61	2.39	0.00	0.00	9.05	56.11	29.41	5.43			22				93.00	22.00				500.00	590.00	500.00	600.00	20.00	25.00	ACTB																			X	X						SATB
2018	12	9809	Y																																					ACTB																										SATB
2018	12	9810	Y																										80.00	20.00																																				
2018	12	9811	Y																																																															
2018	12	9814	Y														0.00	0.00	19.00	60.00	20.00	2.00			21				95.00	53.00								21.00	23.00	ACTB																			X	X	X	X				
2018	12	9816	Y		0.00	2.00	27.00	45.00	22.00	4.00	0.00	3.00	24.00	39.00	27.00	7.00	0.00	0.00	16.00	53.00	26.00	5.00	542	556	22				18.00	84.00				490.00	600.00	490.00	620.00	19.00	25.00	ACTB																			X	X	X	X				SATB
2018	12	9817	N																																																															
2018	12	9832	N																										10.00	57.00																															X	X				
2018	12	9836																																																																
2018	12	9845	N																																																															
2018	12	9848	N																																																															
2018	12	9863	N																																																															
2018	12	9864																																																											X	X				
2018	12	9875																																																																
2018	12	9876	N																																																															
2018	12	9877	N																																																															
2018	12	9881	N																																																															
2018	12	9884																																																																
2018	12	9885	N																																																															
2018	12	9892																																																																
2018	12	9899	N																																																															
2018	12	9900	N																																																															
2018	12	9902	Y																						22				10.00	35.00																															X	X				
2018	12	9907	Y																																																															
2018	12	9908	N																																																															
2018	12	9911																																																																
2018	12	9912																																																																
2018	12	9915																																																																
2018	12	9916																																																																
2018	12	9918	Y																																																															
2018	12	9919																																																																
2018	12	9921																																																																
2018	12	9924	Y																																																															
2018	12	9926																																																																
2018	12	9927																																																																
2018	12	9929																																																																
2018	12	9932																																																																
2018	12	9933	N																																																															
2018	12	9952	Y																																																X	X											X	X		
2018	12	9955	Y																																																								X	X	X	X				
2018	12	9958																																																																
2018	12	9959																																																																
2018	12	9960	N																																																															
2018	12	9962	Y																																																															
2018	12	9975	N																																																															
2018	12	9977	Y																																																															
2018	12	9978	Y																										0.00																																					
2018	12	9979	N																																																															
2018	12	9985																																																																
2018	12	9988	Y																																																															
2018	12	9990																																																																
2018	12	9993	Y																																																															
2018	12	9996	Y																																																															
2018	12	9997	Y																																																															
2018	12	9998	Y																																																														X	
2018	12	9999	Y																										0.00	0.00																																				
2018	12	10005	Y																																																								X	X						
2018	12	10007	Y																																																															
2018	12	10009	Y																						20				0.00											ACTB																										
2018	12	10015	Y																																																															
2018	12	10016	N																																																															
2018	12	10019	Y																																																															
2018	12	10020	Y																																																															
2018	12	10021	N																																					ACTB																					X	X				
2018	12	10022	N																																																															
2018	12	10025	N																																																															
2018	12	10027	N																																																															
2018	12	10029																																																																
2018	12	10030	Y																																																															
2018	12	10032	Y																																																															
2018	12	10042																																																																
2018	12	10043																																																																
2018	12	10046	N																																																															
2018	12	10048																																																																
2018	12	10049	Y																																																															
2018	12	10054																																																																
2018	12	10055	N																																																															
2018	12	10056	N																																																															
2018	12	10058																																																																
2018	12	10061																																																																
2018	12	10062	Y																																																															
2018	12	10067	N																																																															
2018	12	10070	Y																																																															
2018	12	10071	N																																																															
2018	12	10072																																																																
2018	12	10074	Y																																					ACTB																			X	X						SATB
2018	12	10075																																																																
2018	12	10077																																																																
2018	12	10079	Y		0.00	0.00	6.70	45.60	41.10	6.70	0.00	0.00	6.90	42.00	37.30	13.80	0.00	0.00	2.30	43.70	39.10	14.90	590	602	25				47.50	59.90				540.00	640.00	540.00	660.00	21.00	28.00	ACTB																			X	X						SATB
2018	12	10080																																																																
2018	12	10081	N																																																															
2018	12	10082	Y														0.00	0.00	18.00	58.00	23.00	1.00								46.00								18.00	24.00	ACTB																			X	X						
2018	12	10083	Y																																					ACTB																			X	X	X	X				
2018	12	10084	N																																																															
2018	12	10087	Y														0.00	0.00	7.00	67.00	26.00	0.00			22				52.00	6.00								20.00	23.00	ACTB																									X	SATB
2018	12	10088	N																																																															
2018	12	10090	N																																																															
2018	12	10102																																																									X	X						
2018	12	10103	Y		0.00	0.00	2.00	63.00	32.00	3.00	0.00	0.00	6.00	69.00	23.00	2.00	0.00	0.00	2.00	57.00	37.00	4.00	580	564	23				54.00	66.00				540.00	590.00	520.00	590.00	21.00	25.00	ACTW											X	X														SATB
2018	12	20835																																																																
2018	12	20901	Y		0.10	0.50	17.70	54.90	24.70	2.10	0.00	0.10	2.80	26.90	46.00	24.20																		510.00	600.00	590.00	690.00																											X		SATW
2018	12	21048	N																																																															
2018	12	21050																																																																
2018	12	21219																																																																
2018	12	21558																																																																
2018	12	21564	N																																																															
2018	12	21607	Y		0.00	2.00	43.00	43.00	11.00	1.00	0.00	0.00	13.00	42.00	36.00	9.00							512	584					94.29					460.00	560.00	520.00	640.00			ACTC																										SATB
2018	12	21678	N																																																															
2018	12	21679	Y																																																															
2018	12	21680	Y																																																	X												X		
2018	12	52885	N																																																															
2018	12	52886	Y																																																															
2018	12	52887	N																																																															
2018	12	52889																																																																
2018	12	52925	Y														0.00	0.00	10.30	61.50	28.20	0.00			22					14.90								19.00	24.00	ACTB																			X							
2018	12	52951	N																																																															
2018	12	52953																																																																
2018	12	52957																																																																
2018	12	52974	Y																						21				0.00											ACTB																			X	X						
2018	12	52990	Y																																																X	X											X	X		
2018	12	52991																																						ACTB																										
2018	12	52992																																						ACTB																										
2018	12	53001																																																																
