DATASET_YR	REPRJ_ID	INUN_ID	ADMS	COUNSEL	SAT1_VERB_200_P	SAT1_VERB_300_P	SAT1_VERB_400_P	SAT1_VERB_500_P	SAT1_VERB_600_P	SAT1_VERB_700_P	SAT1_MATH_200_P	SAT1_MATH_300_P	SAT1_MATH_400_P	SAT1_MATH_500_P	SAT1_MATH_600_P	SAT1_MATH_700_P	ACT_1_P	ACT_2_P	ACT_3_P	ACT_4_P	ACT_5_P	ACT_6_P	SAT1_VERB_MEAN	SAT1_MATH_MEAN	ACT_MEAN	SAT1_VERB_670_800_P	SAT1_MATH_600_800_P	SUBMIT_P	SUBMIT_SAT1_P	SUBMIT_ACT_P	PLACE_ONLY	ADMS_PLACE	ADMS_COUNSEL	SAT1_VERB_25TH_P	SAT1_VERB_75TH_P	SAT1_MATH_25TH_P	SAT1_MATH_75TH_P	ACT_COMP_25TH_P	ACT_COMP_75TH_P	ACT_WRITING	SAT_NEW	SAT1_WRITING_200_P	SAT1_WRITING_300_P	SAT1_WRITING_400_P	SAT1_WRITING_500_P	SAT1_WRITING_600_P	SAT1_WRITING_700_P	SAT1_WRITING_25TH_P	SAT1_WRITING_75TH_P	SAT1_WRITING_MEAN	ESSAY_ADMIS_ACT	ESSAY_ADMIS_SAT	ESSAY_ADVISING_ACT	ESSAY_ADVISING_SAT	ESSAY_AP_SUBST_ACT	ESSAY_AP_SUBST_SAT	ESSAY_AP_VALID_ACT	ESSAY_AP_VALID_SAT	ESSAY_NO_ACT	ESSAY_NO_SAT	ESSAY_NO_POLICY_ACT	ESSAY_NO_POLICY_SAT	ESSAY_PLACE_ACT	ESSAY_PLACE_SAT	ADMS_OPTIONAL	SAT_ESSAY
2018	12	8640	Y		0.00	0.00	75.00	25.00	0.00	0.00	0.00	25.00	25.00	50.00	0.00	0.00	0.00	0.00	68.00	27.00	5.00	0.00			17				4.00	90.00				410.00	500.00	380.00	560.00	14.00	19.00	ACTC													X										X			SATC
2018	12	8641	Y														0.00	0.00	0.00	25.00	56.00	19.00							86.00	14.00				580.00	660.00	550.00	650.00	24.00	29.00	ACTB																					X	X				SATB
2018	12	8643	Y																																					ACTB																			X	X						
2018	12	8644															0.00	0.00	0.00	0.00	75.00	25.00							8.00	4.00								28.00	30.00	ACTB																					X	X			X	
2018	12	8645	Y														0.00	0.00	17.00	50.00	33.00	0.00			21				89.00	40.00								18.00	24.00	ACTB																			X	X						SATB
2018	12	8646	Y														0.00	0.00	4.00	39.00	46.00	11.00			24				7.00	97.00								21.00	27.00	ACTB																			X	X	X	X				SATB
2018	12	8647	N																																																															
2018	12	8648	N																																																															
2018	12	8649	Y		0.00	0.00	25.00	33.00	42.00	0.00	0.00	8.00	16.00	50.00	26.00	0.00	0.00	0.00	6.00	54.00	36.00	4.00	568	549	23				4.00	96.00				450.00	660.00	460.00	640.00	20.00	25.00	ACTB																			X	X						SATB
2018	12	8650	Y																																																															
2018	12	8653	N																																																															
2018	12	8654	Y		0.00	0.00	2.20	16.20	52.00	29.60	0.00	0.00	1.10	23.80	46.90	28.20	0.00	0.00	0.00	4.50	51.00	44.50	653	650	29				42.00	37.00				610.00	700.00	595.00	700.00	27.00	31.00	ACTB																			X	X					X	SATB
2018	12	8655																																																																
2018	12	8656	Y		0.00	0.40	20.60	59.20	18.50	1.40	0.00	0.00	24.00	59.80	15.10	1.20	0.00	0.00	10.80	59.30	28.00	2.00	546	538	22				83.00	28.00				500.00	580.00	500.00	580.00	19.00	24.00	ACTB																			X					X		SATB
2018	12	8657	Y		0.00	0.00	0.00	7.30	43.38	49.32	0.00	0.45	0.45	10.51	43.84	44.75	0.00	0.00	0.00	3.05	20.09	76.86							50.00	36.00				650.00	740.00	640.00	750.00	30.00	33.00	ACTB																			X	X						SATB
2018	12	8658	N																																																															
2018	12	8659	Y																						20				0.00	86.00								17.00	23.00																											
2018	12	8661	N																																																															
2018	12	8662	N																																																															
2018	12	8663	N																																																															
2018	12	8664	Y		0.00	1.00	23.00	54.00	21.00	1.00	0.00	3.00	27.00	53.00	16.00	1.00	0.00	0.00	17.00	55.00	26.00	2.00							84.00	43.00				500.00	590.00	480.00	580.00	19.00	24.00	ACTB																			X	X						
2018	12	8668	Y														0.00	1.00	75.00	20.00	3.00	1.00			16				40.00	79.00								14.00	17.00	ACTB																										SATB
2018	12	8670	N																																																															
2018	12	8671																																																																
2018	12	8672																																																																
2018	12	8674	Y														0.00	0.00	0.00	20.00	55.00	25.00			27				11.00	93.00								24.00	29.00	ACTB																			X	X	X	X				SATB
2018	12	8675	Y														0.00	0.05	7.03	49.18	37.58	6.16							3.00	96.00								20.00	26.00	ACTB																			X	X						SATB
2018	12	8676	Y																																																															
2018	12	8678	Y																																					ACTB																			X	X						
2018	12	8679	Y																																					ACTB																			X	X						
2018	12	8681	Y														0.00	8.00	35.00	45.00	10.00	2.00								75.00																																				
2018	12	8682	N																																																															
2018	12	8683	Y																																					ACTB																			X	X						
2018	12	8686	Y		0.00	7.94	29.71	46.03	15.19	1.13	0.00	1.59	23.58	46.94	24.94	2.95	0.00	0.18	20.82	50.53	25.27	3.20	547	516	21				36.00	46.00				500.00	610.00	470.00	570.00	19.00	24.00	ACTB																							X	X		SATB
2018	12	8687	N																										100.00	0.00																																				
2018	12	8689	N																																																															
2018	12	8690	N																																																															
2018	12	8691	Y														0.00	0.00	3.40	61.20	32.70	2.70			23				0.00	100.00								20.00	24.00	ACTB																			X	X						
2018	12	8692	Y		0.00	2.00	21.00	51.00	24.00	2.00	0.00	2.00	23.00	51.00	21.00	3.00	0.00	1.00	9.00	48.00	32.00	10.00	549	545	23				94.30	7.70				500.00	600.00	500.00	590.00	19.00	26.00	ACTB																					X	X				SATB
2018	12	8693	Y														0.00	0.46	19.59	58.31	19.82	1.82							13.00	83.00								18.00	23.00	ACTB																					X	X				
2018	12	8695	Y																										0.00	100.00										ACTB																					X					
2018	12	8696	Y														0.00	0.00	5.04	55.00	33.47	6.49			23				2.00	98.00								20.00	26.00	ACTB																			X	X						SATB
2018	12	8697	Y		0.00	2.00	30.00	53.00	15.00	0.00	0.00	2.00	25.00	55.00	18.00	0.00	0.00	0.00	16.00	49.00	31.00	4.00	527	530	22				5.00	99.00				460.00	570.00	490.00	570.00	19.00	25.00	ACTB																					X	X				
2018	12	8698																																																																
2018	12	8699	N																																																															
2018	12	8701	Y														0.00	0.00	17.00	61.00	18.00	4.00							4.00	96.00										ACTB																			X	X						SATB
2018	12	8702	Y																																																															
2018	12	8703	Y		0.00	3.00	33.40	48.10	13.80	1.70	0.00	3.60	41.40	45.30	9.10	0.60	0.00	0.00	23.10	52.50	21.80	2.60							84.00	36.00				480.00	570.00	450.00	550.00	18.00	24.00	ACTB																			X	X					X	SATB
2018	12	8705	Y														0.00	0.00	0.00	0.00	100.00	0.00			26				94.00	6.00								24.00	29.00	ACTW																			X	X						
2018	12	8708	Y														0.00	0.00	21.43	53.18	24.60	0.79			20				96.00	9.00								18.00	23.00	ACTB																			X	X						SATB
2018	12	8709	Y		16.00	11.00	32.00	26.00	16.00		6.00	11.00	16.00	42.00	26.00		0.00	0.00	7.00	53.00	33.00	7.00							1.40	94.00				440.00	530.00	480.00	600.00	20.00	26.00	ACTC											X	X	X	X	X	X							X	X		SATC
2018	12	8710	Y		0.00	2.00	26.00	45.00	21.00	6.00	0.00	0.00	25.00	47.00	19.00	9.00	0.00	0.00	5.00	50.00	37.00	8.00			23				3.00	97.00				485.00	625.00	495.00	600.00	20.00	26.00	ACTB																			X	X	X	X				SATB
2018	12	8714	N																																																															
2018	12	8715	Y														0.00	0.00	0.30	1.26	36.15	62.29			29				36.00	72.00								28.00	32.00	ACTB													X	X			X	X								SATB
2018	12	8717	Y		3.03	0.00	21.21	30.30	42.42	3.03	0.00	18.75	12.50	25.00	31.25	12.50	0.00	0.00	9.07	47.73	32.18	11.02	562	552	23				38.22	82.93				500.00	620.00	440.00	640.00	20.00	27.00	ACTB																					X	X				SATB
2018	12	8722	Y														0.00	0.00	14.06	50.00	33.20	2.73			22				79.00	38.00								19.00	25.00	ACTC																					X	X				SATC
2018	12	8723	Y														0.00	0.00	9.50	46.90	39.40	4.20			23													20.00	26.00																											
2018	12	8724	N																																																										X	X				
2018	12	8727	N																																																															
2018	12	8728	Y														0.00	3.80	32.00	53.70	10.00	0.50			18				15.50	86.60								17.00	20.00																											
2018	12	8729																							15				0.00	100.00																					X		X						X				X			
2018	12	8730	Y														0.00	11.90	80.40	7.70	0.00	0.00								99.00																													X	X						
2018	12	8732	Y		0.00	1.40	16.10	47.60	28.70	6.30	0.00	2.90	21.10	49.10	23.40	3.50	0.00	0.10	9.50	40.40	41.60	8.50	567	547	23				10.00	95.00				510.00	620.00	500.00	600.00	20.00	27.00	ACTB																			X	X						
2018	12	8733	N														0.00	0.00	44.00	44.00	12.00	0.00			18				83.00	13.00								15.00	19.00	ACTB																					X	X				SATB
2018	12	8735	N																										0.00	100.00																																				
2018	12	8737	N																																																															
2018	12	8738	N																																																															
2018	12	8739	N																																																															
2018	12	8740	N																																																															
2018	12	8741	Y																																					ACTB																										SATB
2018	12	8742	N																																																															
2018	12	8743	N																																																															
2018	12	8745	N																																																															
2018	12	8747	Y		0.00	3.00	34.00	39.50	18.50	5.00	0.00	7.00	24.00	37.00	29.00	3.00	0.00	0.00	11.00	47.00	35.00	7.00	539	534	23				8.00	87.00				460.00	580.00	443.00	600.00	20.00	25.00	ACTB																			X	X						SATB
2018	12	8750																																																																
2018	12	8751	Y																										53.00	63.00				470.00	560.00	460.00	540.00	18.00	23.00	ACTW											X	X											X	X		SATW
2018	12	8752	Y		0.00	0.00	0.76	12.21	53.44	33.59	0.00	0.00	0.76	19.85	53.44	25.95	0.00	0.00	0.00	3.95	48.40	47.65			29				25.00	75.00				620.00	720.00	600.00	690.00	27.00	32.00	ACTB																			X	X						SATB
2018	12	8753	Y		0.00	5.41	41.89	37.84	14.86	0.00	0.00	2.70	39.18	47.29	9.45	1.38	0.00	0.00	37.50	42.71	18.75	1.04			20				55.00	72.00				430.00	540.00	420.00	540.00	15.00	21.00	ACTB																			X	X						
2018	12	8755	N																																																															
2018	12	8756	N																																																															
2018	12	8757	Y		0.00	6.38	51.06	38.30	4.26	0.00	0.00	19.15	42.55	31.91	6.38	0.00	0.00	0.00	11.61	69.68	16.13	2.58	482	465	21				25.00	82.00				420.00	520.00	420.00	510.00	18.00	23.00	ACTB											X	X	X	X	X	X							X	X		SATB
2018	12	8763	Y																																																															
2018	12	8764	N																																																															
2018	12	8766	N																																																															
2018	12	8767	Y														0.00	0.10	18.61	52.45	24.16	4.68			22					93.00								18.00	24.00	ACTB																			X	X						SATB
2018	12	8768	N																																																		X	X									X	X		
2018	12	8770	Y																																																															
2018	12	8771			0.00	0.00	44.00	28.00	25.00	3.00	0.00	3.00	48.00	38.00	8.00	3.00							520	500	21				55.00	45.00				450.00	610.00	450.00	530.00	18.00	24.00																				X	X						
2018	12	8772	Y		0.00	0.00	2.00	41.00	43.00	13.00	0.00	0.00	4.00	46.00	43.00	7.00	0.00	0.00	1.00	27.00	51.00	21.00	615	597	26				77.00	56.00				570.00	670.00	540.00	650.00	23.00	29.00	ACTB																			X	X						SATB
2018	12	8774	N																						18													15.00	20.00																											
2018	12	8775	Y		0.00	1.28	15.38	48.72	34.62	0.00	0.00	3.90	18.18	46.75	28.57	2.60	0.00	0.00	2.13	47.76	42.01	8.10							2.00	97.00				510.00	625.00	510.00	620.00	21.00	26.00	ACTB																			X	X						SATB
2018	12	8776	N																																																															
2018	12	8778	Y														0.00	0.00	11.00	64.00	24.00	1.00			21				1.00	95.00								19.00	23.00	ACTB																			X							
2018	12	8779	N																																																															
2018	12	8780	Y		0.00	0.20	15.30	54.40	27.00	3.10	0.00	0.40	18.30	61.20	18.30	1.80	0.00	0.00	4.30	53.60	36.70	5.40	563	547	23				69.00	31.00				510.00	610.00	510.00	590.00	20.00	26.00	ACTC																	X	X								SATC
2018	12	8781	Y																																																															
2018	12	8782	N																																																															
2018	12	8783	Y														0.00	0.00	20.00	55.00	24.00	1.00			21				8.00	92.00								18.00	23.00	ACTB																			X	X						
2018	12	8784	Y														0.00	2.00	54.00	38.00	7.00	0.00	474	460	18				37.00	75.00				420.00	530.00	410.00	510.00	15.00	19.00	ACTB																			X	X						SATB
2018	12	8785	Y																																																															
2018	12	8786	N																																																															
2018	12	8788	Y		0.00	1.00	2.00	54.00	38.00	5.00	0.00	1.00	10.00	67.00	19.00	3.00	0.00	0.00	2.00	51.00	44.00	3.00	589	557	23				64.00	61.00				550.00	625.00	520.00	590.00	22.00	26.00	ACTB																			X	X						SATB
2018	12	8789	Y																																																															
2018	12	8792																											67.00	33.00																																				
2018	12	8793	N																																																															
2018	12	8795	N																																																															
2018	12	8796	Y														0.00	0.00	11.00	43.00	40.00	6.00			23				6.00	94.00								20.00	26.00	ACTB																			X	X						
2018	12	8797	Y																										93.00	22.00										ACTW																					X	X				SATB
2018	12	8799																																																																
2018	12	8801	Y		0.00	0.00	15.00	58.00	19.00	8.00	0.00	0.00	15.00	66.00	19.00	0.00	0.00	0.00	5.00	53.00	36.00	6.00	562	554	23				13.00	78.00				515.00	600.00	510.00	585.00	21.00	26.00	ACTC													X	X												SATC
2018	12	8804	N																																																															
2018	12	8805	Y														0.00	0.00	0.00	1.12	12.36	86.52							77.00	51.00								31.00	35.00	ACTW											X	X														SATW
2018	12	8806	N																																																								X	X						
2018	12	8807	N																																																															
2018	12	8816	N																						19																																									
2018	12	8817	Y																										1.00	65.00								20.00	32.00																											
2018	12	8821	N																																																															
2018	12	8823	Y		0.00	5.00	38.00	41.00	14.00	2.00	0.00	6.00	33.00	46.00	13.00	2.00	0.00	0.00	15.00	42.00	37.00	6.00	520	525	22				62.00	15.00				470.00	560.00	470.00	570.00	19.00	25.00	ACTB																			X	X						SATB
2018	12	8824	Y		0.00	5.30	47.20	38.20	9.00	0.30	0.60	11.50	42.20	38.50	6.80	0.30	0.00	0.00	32.50	55.80	11.70	0.00	497	485	20				47.00	11.00				450.00	540.00	430.00	540.00	17.00	22.00	ACTB																					X	X				SATB
2018	12	8825	Y																						20				85.00	12.00								20.00	24.00	ACTB																			X	X						SATB
2018	12	8826	N																										27.00	5.00										ACTB																			X	X						
2018	12	8827	Y		0.00	1.00	26.00	57.00	15.00	1.00	0.00	2.00	25.00	58.00	14.00	1.00	0.00	0.00	11.00	67.00	21.00	1.00	532	530	21				91.00	25.00				490.00	570.00	490.00	570.00	19.00	23.00	ACTC													X	X									X	X		SATC
2018	12	8828	Y														0.00	2.10	24.10	57.90	15.90	0.00			21				65.00	15.00								17.00	22.00	ACTB																	X		X	X						SATB
2018	12	8829	Y		0.00	0.10	7.80	57.10	31.60	3.40	0.00	0.00	7.90	57.90	30.20	4.00	0.00	0.00	1.60	47.70	44.60	6.10			24				86.00	25.00				500.00	600.00	500.00	590.00	22.00	26.00	ACTB																					X	X				SATB
2018	12	8830	Y		0.00	0.00	1.00	7.00	53.00	39.00	0.00	0.00	0.00	6.00	49.00	45.00	0.00	0.00	0.00	3.00	47.00	50.00			29				97.00	50.00				640.00	711.00	650.00	720.00	28.00	31.00	ACTC											X	X														SATC
2018	12	8831	Y		0.00	0.00	3.80	43.60	46.00	6.60	0.00	0.00	1.60	34.20	50.20	14.00	0.00	0.00	0.70	21.30	64.60	13.40	602	623	26				66.00	34.00				560.00	640.00	580.00	670.00	24.00	28.00	ACTW																			X	X						SATW
2018	12	8832	Y		0.00	0.00	3.00	23.90	54.80	18.30	0.00	0.00	1.20	15.60	42.50	40.70	0.00	0.00	0.40	9.50	49.00	41.10	671	633	28				77.00	38.00				590.00	680.00	620.00	730.00	26.00	31.00	ACTC																							X	X		SATC
2018	12	8833	Y		0.00	1.00	19.00	57.00	21.00	2.00	0.00	1.00	21.00	57.00	20.00	1.00	0.00	0.00	6.40	56.70	32.40	4.50	550	545	23				84.00	28.00				590.00	500.00	590.00	500.00	25.00	20.00	ACTB													X	X					X	X			X	X		SATB
2018	12	8834	Y		0.00	8.30	41.50	40.60	8.30	0.95	0.30	13.05	42.40	34.10	9.30	0.50									20				89.00					440.00	540.00	430.00	530.00			ACTB														X					X					X		SATB
2018	12	8835	Y		0.00	0.00	8.79	65.44	24.47	1.31	0.00	0.12	5.83	66.23	27.23	0.60	0.00	0.00	0.00	35.80	59.09	5.11							68.00	27.00				520.00	600.00	530.00	600.00	22.00	25.00	ACTB																										
2018	12	8836	Y		0.00	2.10	22.64	47.59	24.11	3.56	0.00	3.46	27.91	47.64	19.73	1.26	0.00	0.35	17.86	42.50	32.86	6.43			24				85.00	25.00								21.00	26.00	ACTB																					X	X				SATB
2018	12	8837	Y		0.00	0.10	4.30	37.60	47.70	10.30	0.00	0.00	6.00	40.30	45.20	8.50	0.00	0.00	0.40	17.30	65.50	16.80			27				63.00	38.00								25.00	29.00	ACTB																					X	X				SATB
2018	12	8838	Y		0.00	0.60	8.00	40.00	45.80	5.60	0.00	1.30	8.70	51.90	34.10	4.00	0.00	0.00	1.40	27.30	58.50	12.80	594	577	25				86.00	26.00				560.00	640.00	540.00	620.00	23.00	28.00	ACTB													X	X									X	X		SATB
2018	12	8839	Y																										92.00	0.00									0.00																						X	X				
2018	12	8840	Y		0.00	0.00	13.00	61.00	25.00	1.00	0.00	1.00	13.00	62.00	22.00	2.00	0.00	0.00	2.00	54.00	42.00	2.00			23				85.00	38.00				520.00	600.00	520.00	590.00	21.00	25.00	ACTB																			X	X	X	X				
2018	12	8841	Y														0.00	0.00	0.00	51.50	44.40	4.10			24				95.00	31.00								22.00	27.00	ACTB																			X	X						SATB
2018	12	8842	Y		8.60	15.80	9.60	46.10	18.50	1.40	0.00	0.40	23.70	59.30	14.30	2.30	0.00	0.00	1.40	59.90	35.30	3.40	558	563	23				85.00	26.00				530.00	600.00	520.00	590.00	21.00	25.00	ACTB																					X	X				SATB
2018	12	8843	Y																																																															
2018	12	8844	Y														0.00	0.00	6.00	40.00	42.00	12.00							75.00	22.00								20.00	27.00	ACTB																					X	X				
2018	12	8845	Y		0.00	0.00	2.00	29.00	59.00	10.00	0.00	0.00	2.00	36.00	54.00	8.00	0.00	0.00	0.00	14.00	64.00	22.00	622	615	26				86.00	50.00				580.00	650.00	570.00	650.00	24.00	28.00	ACTB																			X	X						SATB
2018	12	8848	Y		0.00	1.00	15.00	54.00	27.00	3.00	0.00	1.00	11.00	50.00	31.00	7.00	0.00	0.00	6.00	53.00	32.00	9.00			26				93.00	7.00								20.00	28.00	ACTB																					X	X				SATB
2018	12	8849																																																																
2018	12	8850	Y		0.00	0.00	6.00	48.00	43.00	3.00	0.00	0.00	7.00	42.00	46.00	5.00	0.00	0.00	2.00	35.00	52.00	11.00	588	590	25				83.00	40.00				550.00	623.00	550.00	630.00	22.00	26.00	ACTC																							X	X		SATC
2018	12	8853																																																																
2018	12	8857	N																																																															
2018	12	8860	Y		0.00	0.89	20.73	54.40	23.04	0.95	0.06	1.83	24.85	57.85	14.52	0.89	0.00	0.00	13.29	59.23	25.68	1.80	546	531	21				73.00	52.00				500.00	600.00	490.00	580.00	19.00	24.00	ACTC																			X	X	X	X				SATC
2018	12	8861	Y														0.00	0.00	0.00	17.00	83.00	0.00			26				0.00	3.00								26.00	29.00	ACTB																			X	X						
2018	12	8862	Y														0.00	0.00	17.00	61.00	18.00	3.00			22				19.00	77.00								18.00	24.00	ACTC																					X	X				
2018	12	8863	N																																																															
2018	12	8864	Y		0.00	0.00	4.11	34.47	50.46	10.96	0.23	0.23	6.32	49.21	36.34	7.67	0.00	0.00	0.30	27.69	53.54	18.15	611	590	26				51.00	38.00				570.00	650.00	540.00	640.00	23.00	29.00	ACTB																					X	X			X	
2018	12	8865	Y																										20.00	80.00																																				
2018	12	8867	Y		0.00	0.00	0.00	6.00	61.00	33.00	0.00	0.00	0.00	3.00	34.00	63.00	0.00	0.00	0.00	0.00	27.00	73.00	673	712	31				55.00	42.00				640.00	710.00	680.00	760.00	29.00	33.00	ACTB																			X	X						SATB
2018	12	8868	Y														0.00	0.00	50.00	43.00	7.00	0.00			18				8.00	92.00								16.00	18.00	ACTB																										
2018	12	8870	Y		0.00	0.34	16.44	53.37	26.95	2.90	0.00	0.41	21.09	54.78	21.09	2.63	0.00	0.32	10.61	49.52	35.39	3.86			22				95.00	20.00				510.00	610.00	500.00	590.00	19.00	25.00	ACTC											X	X											X	X		SATC
2018	12	8871	N																																																															
2018	12	8872	Y		0.00	0.00	7.00	48.00	40.00	6.00	0.00	1.00	8.00	46.00	39.00	6.00	0.00	0.00	3.00	28.00	51.00	18.00	590	583	25				80.00	23.00				550.00	640.00	530.00	630.00	23.00	28.00	ACTW													X	X									X	X	X	
2018	12	8878	N														0.50	18.43	50.88	26.11	4.08	0.00																																												
2018	12	8880	Y			2.00	21.00	51.00	25.00	2.00	0.00	2.00	22.00	57.00	18.00	1.00	0.00	0.00	6.00	42.00	47.00	5.00	546	538	24				81.00	16.00				500.00	600.00	500.00	580.00	21.00	26.00	ACTB																			X	X						SATB
2018	12	8881																																																																
2018	12	8882	N																																																															
2018	12	8883	Y		0.00	0.00	22.00	56.00	22.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	1.00	36.00	47.00	16.00	0.00	548	555	20				1.00	19.00				520.00	590.00	530.00	590.00	17.00	22.00	ACTB																			X	X						SATB
2018	12	8884	Y														0.00	0.00	52.98	41.72	5.30	0.00							64.00	42.00								15.00	20.00	ACTC																					X	X				SATC
2018	12	8886	Y																																					ACTB																										
2018	12	8887															0.00	0.00	26.00	51.00	21.00	2.00			21				7.00	64.00																																				
2018	12	8888	Y																																																															
2018	12	8889	Y		0.00	0.00	7.50	48.50	38.60	5.40	0.00	0.30	9.30	56.50	30.80	3.10	0.00	0.00	3.80	30.90	53.80	11.50							61.00	12.00						530.00	610.00	22.00	28.00	ACTB																			X	X					X	SATB
2018	12	8890	N																																																															
2018	12	8892	Y														0.00	0.00	0.00	0.00	22.30	77.70			32				67.50	48.70								30.00	34.00	ACTB																			X	X						SATB
2018	12	8894	Y																						22				71.00	37.00				530.00	630.00	463.00	550.00	20.00	28.00	ACTB																					X	X				SATB
2018	12	8895	Y		0.00	0.10	3.70	28.60	55.30	12.30	0.00	0.10	3.10	28.90	46.90	21.00	0.00	0.00	0.50	13.30	60.80	25.40							66.00	45.00				580.00	670.00	580.00	680.00	25.00	30.00	ACTB																			X	X						SATB
2018	12	8897	Y		0.00	1.00	20.00	59.00	17.00	3.00	0.00	3.00	28.00	47.00	20.00	2.00	0.00	0.00	10.00	45.00	43.00	2.00			23				49.00	16.00				500.00	590.00	480.00	590.00	20.00	26.00	ACTB																					X	X			X	
2018	12	8898	Y		3.00	9.10	42.40	39.40	6.10	0.00	3.00	6.10	60.60	30.30	0.00	0.00	0.00	1.00	13.00	57.00	25.00	4.00							22.00	81.00				440.00	520.00	420.00	500.00	18.00	24.00	ACTB																					X	X				SATB
2018	12	8899	N																																																															
2018	12	8900	N																																																															
2018	12	8902	Y																					980	19				15.00	85.00										ACTB																			X	X	X	X				SATB
2018	12	8903	N																																																															
2018	12	8904	N																																																															
2018	12	8905	N																																																															
2018	12	8906	N																																																															
2018	12	8907	N																																																															
2018	12	8908	N																																																															
2018	12	8909	Y																																																															
2018	12	8916	Y		0.00	0.75	31.15	52.66	14.78	0.66	0.00	1.49	32.06	53.99	11.88	0.58	0.00	0.20	20.25	58.31	20.06	1.18							63.40	53.60				480.00	570.00	480.00	560.00	18.00	23.00	ACTW																					X	X				SATW
2018	12	8917	N																																																															
2018	12	8919	Y		0.00	0.75	10.49	35.20	41.95	11.61	0.37	1.12	12.73	44.94	30.34	10.50	0.00	0.00	5.00	28.00	47.00	20.00	586	575	26				60.00	70.00				530.00	650.00	515.00	640.00	22.00	29.00	ACTB																			X	X	X	X				SATC
2018	12	8923	N																																																															
2018	12	8926	N																																																															
2018	12	8928	N																																																										X	X				
2018	12	8929	Y		0.00	0.10	3.60	34.60	50.80	10.90	0.00	0.10	4.30	42.60	42.50	10.50	0.00	0.00	1.20	19.60	56.30	22.90	614	607	27				68.00	20.00				570.00	660.00	560.00	650.00	24.00	29.00	ACTB												X													X	SATB
2018	12	8931	Y																																																X				X											
2018	12	8932	Y														0.00	0.00	50.00	45.00	5.00	0.00							2.00	85.00								16.00	20.00	ACTW												X		X										X		
2018	12	8933	Y		0.00	7.00	36.00	36.00	21.00	0.00			43.00	35.00	14.00	7.00	0.00	0.00	4.00	41.00	43.00	13.00			24				5.00	97.00				500.00	630.00	510.00	620.00	20.00	26.00																											
2018	12	8935	Y		0.00	33.33	33.33	33.34	0.00	0.00	0.00	33.30	66.70	0.00	0.00	0.00	0.00	0.00	14.05	59.46	25.41	1.08			22				2.00	98.00				480.00	560.00	470.00	540.00	18.00	24.00	ACTB																					X	X				SATB
2018	12	8936	N																										0.00	100.00																																				
2018	12	8937	N																																																															
2018	12	8938	Y		0.00	1.20	39.20	44.40	14.00	1.20	0.00	2.20	37.40	46.20	12.60	1.60	0.00	0.16	29.23	56.81	12.32	1.48							45.00	55.00				470.00	570.00	470.00	560.00	17.00	22.00																											
2018	12	8939	Y		0.00	0.11	4.82	31.59	49.60	13.87	0.00	0.11	3.38	30.64	44.66	21.22	0.00	0.00	0.50	15.84	49.42	34.24	620	632	27				55.00	45.00				570.00	670.00	570.00	690.00	25.00	30.00	ACTW																	X	X								SATW
2018	12	8943	Y																						28				32.00	68.00				570.00	660.00	560.00	670.00	25.00	30.00	ACTB																			X	X						SATB
2018	12	8944	N																																																															
2018	12	8947	Y		0.00	1.72	30.95	47.28	17.48	2.57	0.00	2.01	28.74	52.30	14.08	2.87	0.00	0.00	15.38	58.79	21.98	3.85			21				84.00	44.00				480.00	580.00	488.00	570.00	19.00	24.00	ACTB																					X	X				SATB
2018	12	8948	Y														0.00	4.00	60.00	34.00	2.00	0.00			17				75.00	37.00								15.00	18.00	ACTC													X	X												
2018	12	8949	N																																																															
2018	12	8950																																																																
2018	12	8956	Y		0.00	0.00	7.00	55.00	34.00	4.00	0.00	0.00	7.00	56.00	32.00	5.00	0.00	0.00	1.00	45.00	46.00	8.00	580	578	24				52.00	47.00				540.00	620.00	530.00	620.00	22.00	27.00	ACTB																			X	X						SATB
2018	12	8958	Y														0.00	0.00	3.13	77.08	17.71	2.08			21				58.00	32.00								19.00	23.00	ACTB																					X	X				SATB
2018	12	8959	Y		0.59	5.83	37.81	46.85	7.73	1.19	0.12	11.05	41.21	37.52	9.98	0.12	0.00	0.65	31.47	46.13	18.95	2.80	501	488	20				66.00	48.00				460.00	550.00	430.00	530.00	17.00	23.00	ACTB																			X	X						SATB
2018	12	8960	Y																																					ACTB																			X	X						SATB
2018	12	8963	Y																						20				71.00	39.00								17.00	18.00	ACTB																					X	X				SATB
2018	12	8964																																																																
2018	12	8965	Y		0.00	0.00	2.00	6.00	49.00	43.00	0.00	0.00	0.00	37.00	44.00	19.00	0.00	0.00	0.00	8.00	56.00	36.00	680	620	28				70.00	40.00				630.00	710.00	570.00	670.00	25.00	30.00	ACTB											X	X														SATB
2018	12	8966	Y																						22															ACTC																					X	X			X	SATC
2018	12	8967	N																																																															
2018	12	8968	N																																																															
2018	12	8969	Y																																																															
2018	12	8971	Y																						22				11.00	96.00								20.00	24.00	ACTB																			X	X						SATB
2018	12	8972	Y																				633	535	24				64.00	11.00				630.00	700.00	500.00	610.00	21.00	24.00																				X	X						
2018	12	8973	N																																																															
2018	12	8974																																																																
2018	12	8975	N																																																															
2018	12	8976	Y																																																															
2018	12	8978	N																																																															
